"index","assists","gamesPlayed","goals","playerBirthCity","playerBirthCountry","playerBirthDate","playerBirthStateProvince","playerDraftOverallPickNo","playerDraftRoundNo","playerDraftYear","playerFirstName","playerHeight","playerId","playerLastName","playerName","playerNationality","playerPositionCode","playerShootsCatches","playerTeamsPlayedFor","playerWeight","points","seasonId","cron_ts"
"73","0","14","0","Repentigny","CAN","1982-11-07","QC","8","1","2001","Pascal","74","8469461","Leclaire","Pascal Leclaire","CAN","G","L","OTT","202","0","20102011","2017-04-01 11:00:07"
"74","1","7","0","St. Bonaventure","CAN","1974-07-07","QC","156","6","1993","Patrick","75","8459579","Lalime","Patrick Lalime","CAN","G","L","BUF","192","1","20102011","2017-04-01 11:00:07"
"75","0","1","0","Amherst","USA","1989-12-07","NY","30","1","2008","Tom","74","8474591","McCollum","Tom McCollum","USA","G","L","DET","226","0","20102011","2017-04-01 11:00:07"
"76","0","1","0","Gävle","SWE","1990-01-31",NULL,"31","2","2008","Jacob","78","8474593","Markstrom","Jacob Markstrom","SWE","G","L","FLA","196","0","20102011","2017-04-01 11:00:07"
"77","0","29","0","Savonlinna","FIN","1987-03-10",NULL,"21","1","2005","Tuukka","75","8471695","Rask","Tuukka Rask","FIN","G","L","BOS","176","0","20102011","2017-04-01 11:00:07"
"78","0","29","0","Sault Ste. Marie","CAN","1975-08-13","ON","124","5","1994","Marty","71","8460612","Turco","Marty Turco","CAN","G","L","CHI","184","0","20102011","2017-04-01 11:00:07"
"79","1","25","0","Kingston","CAN","1982-03-22","ON","161","5","2001","Mike","76","8469608","Smith","Mike Smith","CAN","G","L","TBL","215","1","20102011","2017-04-01 11:00:07"
"80","0","43","0","Woonsocket","USA","1977-01-02","RI","22","1","1995","Brian","74","8462052","Boucher","Brian Boucher","USA","G","L","PHI","200","0","20102011","2017-04-01 11:00:07"
"81","0","15","0","Stockholm","SWE","1988-06-25",NULL,"46","2","2006","Jhonas","70","8473523","Enroth","Jhonas Enroth","SWE","G","L","BUF","175","0","20102011","2017-04-01 11:00:07"
"82","0","4","0","Vantaa","FIN","1988-07-18",NULL,"31","2","2009","Mikko","78","8475156","Koskinen","Mikko Koskinen","FIN","G","L","NYI","205","0","20102011","2017-04-01 11:00:07"
"83","3","73","0","East Lansing","USA","1980-07-17","MI","138","5","1999","Ryan","74","8468011","Miller","Ryan Miller","USA","G","L","BUF","168","3","20102011","2017-04-01 11:00:07"
"84","0","26","0","Turku","FIN","1980-06-18",NULL,"168","6","1998","Antero","73","8467511","Niittymaki","Antero Niittymaki","FIN","G","L","SJS","195","0","20102011","2017-04-01 11:00:07"
"85","1","20","0","Chicago","USA","1985-02-13","IL","6","1","2004","Al","74","8471219","Montoya","Al Montoya","USA","G","L","NYI","209","1","20102011","2017-04-01 11:00:07"
"86","0","33","0","Montreal","CAN","1977-05-16","QC","13","1","1995","Jean-Sebastien","73","8462044","Giguere","Jean-Sebastien Giguere","CAN","G","L","TOR","202","0","20102011","2017-04-01 11:00:07"
"87","1","34","0","Leksand","SWE","1973-05-05",NULL,"218","9","1994","Johan","72","8460704","Hedberg","Johan Hedberg","SWE","G",,"NJD","190","1","20102011","2017-04-01 11:00:07"
"88","0","72","0","Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","PHX","213","0","20102011","2017-04-01 11:00:07"
"0","0","5","0","Gothenburg","SWE","1991-07-24",NULL,"46","2","2009","Robin","76","8475215","Lehner","Robin Lehner","SWE","G","L","OTT","239","0","20112012","2017-04-01 11:00:07"
"1","0","10","0","Denver","USA","1986-11-21","CO","85","3","2005","Ben","79","8471750","Bishop","Ben Bishop","USA","G","L","OTT","216","0","20112012","2017-04-01 11:00:07"
"2","0","7","0","Blyth","CAN","1986-08-30","ON","38","2","2004","Justin","73","8471251","Peters","Justin Peters","CAN","G","L","CAR","210","0","20112012","2017-04-01 11:00:07"
"3","0","30","0","Novokuznetsk","RUS","1988-09-20",NULL,NULL,NULL,NULL,"Sergei","74","8475683","Bobrovsky","Sergei Bobrovsky","RUS","G","L","PHI","182","0","20112012","2017-04-01 11:00:07"
"4","0","1","0","Pembroke","USA","1987-02-04","NH","161","5","2005","Brian","74","8471822","Foster","Brian Foster","USA","G","L","FLA","185","0","20112012","2017-04-01 11:00:07"
"5","3","83","0","Kingston","CAN","1982-03-22","ON","161","5","2001","Mike","76","8469608","Smith","Mike Smith","CAN","G","L","PHX","215","3","20112012","2017-04-01 11:00:07"
"6","0","9","0","Tumba","SWE","1983-11-27",NULL,NULL,NULL,NULL,"Henrik","78","8475431","Karlsson","Henrik Karlsson","SWE","G","L","CGY","209","0","20112012","2017-04-01 11:00:07"
"7","0","36","0","Owen Sound","CAN","1979-10-05","ON",NULL,NULL,NULL,"Curtis","71","8468166","Sanford","Curtis Sanford","CAN","G","L","CBJ","187","0","20112012","2017-04-01 11:00:07"
"8","0","46","0","Newmarket","CAN","1985-04-09","ON","291","9","2003","Brian","74","8470880","Elliott","Brian Elliott","CAN","G","L","STL","209","0","20112012","2017-04-01 11:00:07"
"9","1","42","0","Danderyd","SWE","1984-10-24",NULL,NULL,NULL,NULL,"Jonas","76","8475361","Gustavsson","Jonas Gustavsson","SWE","G","L","TOR","201","1","20112012","2017-04-01 11:00:07"
"10","3","21","0","Lac St. Charles","CAN","1977-08-15","QC","16","1","1995","Martin","74","8462047","Biron","Martin Biron","CAN","G","L","NYR","186","3","20112012","2017-04-01 11:00:07"
"11","0","1","0","Sterling Heights","USA","1987-04-09","MI",NULL,NULL,NULL,"Shawn","67","8476803","Hunwick","Shawn Hunwick","USA","G","L","CBJ","166","0","20112012","2017-04-01 11:00:07"
"12","0","34","0","Regina","CAN","1984-06-18","SK","38","2","2002","Josh","74","8470216","Harding","Josh Harding","CAN","G","R","MIN","194","0","20112012","2017-04-01 11:00:07"
"13","1","53","0","Samara","RUS","1988-04-27",NULL,"23","1","2006","Semyon","74","8473575","Varlamov","Semyon Varlamov","RUS","G","L","COL","209","1","20112012","2017-04-01 11:00:07"
"14","5","83","0","Kempele","FIN","1982-11-03",NULL,"258","8","2004","Pekka","77","8471469","Rinne","Pekka Rinne","FIN","G","L","NSH","217","5","20112012","2017-04-01 11:00:07"
"15","2","8","0","Winthrop","USA","1981-09-19","MA","1","1","2000","Rick","72","8468481","DiPietro","Rick DiPietro","USA","G","R","NYI","185","2","20112012","2017-04-01 11:00:07"
"16","0","11","0","Wetaskiwin","CAN","1989-06-17","AB","158","6","2007","Allen","75","8474057","York","Allen York","CAN","G","L","CBJ","188","0","20112012","2017-04-01 11:00:07"
"17","0","61","0","East Lansing","USA","1980-07-17","MI","138","5","1999","Ryan","74","8468011","Miller","Ryan Miller","USA","G","L","BUF","168","0","20112012","2017-04-01 11:00:07"
"18","1","73","0","Felben Wellhausen","CHE","1982-02-12",NULL,NULL,NULL,NULL,"Jonas","74","8473972","Hiller","Jonas Hiller","CHE","G","R","ANA","191","1","20112012","2017-04-01 11:00:07"
"19","2","46","0","Helsinki","FIN","1978-02-13",NULL,NULL,NULL,NULL,"Niklas","74","8473404","Backstrom","Niklas Backstrom","FIN","G","L","MIN","192","2","20112012","2017-04-01 11:00:07"
"20","1","16","0","Gävle","SWE","1988-05-03",NULL,"207","7","2008","Anders","78","8474765","Lindback","Anders Lindback","SWE","G","L","NSH","215","1","20112012","2017-04-01 11:00:07"
"21","0","16","0","Laval","CAN","1988-08-07","QC","11","1","2006","Jonathan","72","8473541","Bernier","Jonathan Bernier","CAN","G","L","LAK","184","0","20112012","2017-04-01 11:00:07"
"22","0","42","0","Kamenogorsk","KAZ","1975-07-25",NULL,"219","9","1994","Evgeni","72","8460705","Nabokov","Evgeni Nabokov","RUS","G","L","NYI","202","0","20112012","2017-04-01 11:00:07"
"23","0","28","0","Leksand","SWE","1973-05-05",NULL,"218","9","1994","Johan","72","8460704","Hedberg","Johan Hedberg","SWE","G",,"NJD","190","0","20112012","2017-04-01 11:00:07"
"24","1","66","0","Flint","USA","1974-04-15","MI","217","9","1994","Tim","71","8460703","Thomas","Tim Thomas","USA","G","L","BOS","201","1","20112012","2017-04-01 11:00:07"
"25","1","17","0","Farmington","USA","1977-03-12","MI","129","5","1995","Brent","75","8462161","Johnson","Brent Johnson","USA","G","L","PIT","199","1","20112012","2017-04-01 11:00:07"
"26","0","10","0","Belleville","CAN","1980-05-04","ON","135","5","1998","Andrew","73","8467453","Raycroft","Andrew Raycroft","CAN","G","L","DAL","180","0","20112012","2017-04-01 11:00:07"
"27","2","36","0","Marblehead","USA","1986-03-18","MA","26","1","2004","Cory","75","8471239","Schneider","Cory Schneider","USA","G","L","VAN","205","2","20112012","2017-04-01 11:00:07"
"28","3","73","0","Sorel","CAN","1984-11-28","QC","1","1","2003","Marc-Andre","74","8470594","Fleury","Marc-Andre Fleury","CAN","G","L","PIT","180","3","20112012","2017-04-01 11:00:07"
"29","0","14","0","Pictou","CAN","1980-02-07","NS",NULL,NULL,NULL,"Joey","72","8469732","MacDonald","Joey MacDonald","CAN","G","L","DET","197","0","20112012","2017-04-01 11:00:07"
"30","0","63","0","Montreal","CAN","1984-12-31","QC","52","2","2003","Corey","74","8470645","Crawford","Corey Crawford","CAN","G","L","CHI","216","0","20112012","2017-04-01 11:00:07"
"31","1","38","0","Ústí nad Labem","CZE","1988-03-23",NULL,"34","2","2006","Michal","73","8473607","Neuvirth","Michal Neuvirth","CZE","G","L","WSH","209","1","20112012","2017-04-01 11:00:07"
"32","0","1","0","Farmington Hills","USA","1984-02-17","MI",NULL,NULL,NULL,"Peter","73","8474771","Mannino","Peter Mannino","USA","G","L","WPG","195","0","20112012","2017-04-01 11:00:07"
"33","1","10","0","Saskatoon","CAN","1980-06-19","SK","60","2","2000","Dan","73","8468540","Ellis","Dan Ellis","CAN","G","L","ANA","195","1","20112012","2017-04-01 11:00:07"
"34","0","23","0","Savonlinna","FIN","1987-03-10",NULL,"21","1","2005","Tuukka","75","8471695","Rask","Tuukka Rask","FIN","G","L","BOS","176","0","20112012","2017-04-01 11:00:07"
"35","0","68","1","Saskatoon","CAN","1984-02-29","SK","25","1","2002","Cam","73","8470320","Ward","Cam Ward","CAN","G","L","CAR","185","1","20112012","2017-04-01 11:00:07"
"36","0","70","0","Turku","FIN","1976-10-26",NULL,"116","5","1995","Miikka","73","8462147","Kiprusoff","Miikka Kiprusoff","FIN","G","L","CGY","185","0","20112012","2017-04-01 11:00:07"
"37","0","1","0","Fredericton","CAN","1990-08-07","NB","34","2","2008","Jake","74","8474596","Allen","Jake Allen","CAN","G","L","STL","203","0","20112012","2017-04-01 11:00:07"
"38","2","65","0","Anahim Lake","CAN","1987-08-16","BC","5","1","2005","Carey","75","8471679","Price","Carey Price","CAN","G","L","MTL","226","2","20112012","2017-04-01 11:00:07"
"39","1","18","0","Salt Lake City","USA","1987-07-25","UT","120","4","2006","Richard","70","8473614","Bachman","Richard Bachman","USA","G","L","DAL","183","1","20112012","2017-04-01 11:00:07"
"40","2","46","0","Oakville","CAN","1988-05-29","ON","69","3","2006","Steve","76","8473461","Mason","Steve Mason","CAN","G","R","CBJ","210","2","20112012","2017-04-01 11:00:07"
"41","0","19","0","Fussen","DEU","1986-01-29",NULL,"94","3","2004","Thomas","73","8471306","Greiss","Thomas Greiss","DEU","G","L","SJS","228","0","20112012","2017-04-01 11:00:07"
"42","0","1","0","Lafontaine","CAN","1981-06-21","QC",NULL,NULL,NULL,"Yann","71","8471186","Danis","Yann Danis","CAN","G","L","EDM","180","0","20112012","2017-04-01 11:00:07"
"43","0","1","0","Ust-Kamenogorsk","KAZ","1986-05-07",NULL,"206","7","2004","Anton","71","8471418","Khudobin","Anton Khudobin","RUS","G","L","BOS","195","0","20112012","2017-04-01 11:00:07"
"44","3","59","0","Helsinki","FIN","1983-11-16",NULL,"2","1","2002","Kari","76","8470140","Lehtonen","Kari Lehtonen","FIN","G","L","DAL","190","3","20112012","2017-04-01 11:00:07"
"45","1","6","0","Montreal","CAN","1990-04-12","QC","126","5","2008","Kevin","74","8474690","Poulin","Kevin Poulin","CAN","G","L","NYI","206","1","20112012","2017-04-01 11:00:07"
"46","0","58","0","Laval","CAN","1976-09-13","QC","44","2","1994","Jose","71","8460535","Theodore","Jose Theodore","CAN","G","R","FLA","172","0","20112012","2017-04-01 11:00:07"
"47","0","5","0","Aldergrove","CAN","1986-03-19","BC",NULL,NULL,NULL,"Brad","72","8475097","Thiessen","Brad Thiessen","CAN","G","L","PIT","180","0","20112012","2017-04-01 11:00:07"
"48","2","89","0","Milford","USA","1986-01-21","CT","72","3","2005","Jonathan","73","8471734","Quick","Jonathan Quick","USA","G","L","LAK","218","2","20112012","2017-04-01 11:00:07"
"49","0","2","0","London","CAN","1983-05-23","ON","176","6","2002","Curtis","75","8470147","McElhinney","Curtis McElhinney","CAN","G","L","PHX","200","0","20112012","2017-04-01 11:00:07"
"50","0","4","0","St-Jean-Richelieu","CAN","1984-05-15","QC","31","2","2002","Jeff","76","8470074","Deslauriers","Jeff Deslauriers","CAN","G","R","ANA","203","0","20112012","2017-04-01 11:00:07"
"51","0","2","0","Pori","FIN","1987-05-22",NULL,NULL,NULL,NULL,"Jussi","77","8475680","Rynnas","Jussi Rynnas","FIN","G","L","TOR","210","0","20112012","2017-04-01 11:00:07"
"52","3","17","0","Banská Bystrica","SVK","1982-09-18",NULL,"63","2","2001","Peter","73","8469514","Budaj","Peter Budaj","SVK","G","L","MTL","196","3","20112012","2017-04-01 11:00:07"
"53","0","48","0","Bratislava","SVK","1985-05-13",NULL,"271","9","2003","Jaroslav","71","8470860","Halak","Jaroslav Halak","SVK","G","L","STL","181","0","20112012","2017-04-01 11:00:07"
"54","0","34","0","Morweena","CAN","1988-03-15","MB","99","4","2006","James","74","8473503","Reimer","James Reimer","CAN","G","L","TOR","217","0","20112012","2017-04-01 11:00:07"
"55","0","31","0","Chicago","USA","1985-02-13","IL","6","1","2004","Al","74","8471219","Montoya","Al Montoya","USA","G","L","NYI","209","0","20112012","2017-04-01 11:00:07"
"56","0","21","0","Lloydminster","CAN","1989-09-16","SK","93","4","2008","Braden","74","8474651","Holtby","Braden Holtby","CAN","G","L","WSH","217","0","20112012","2017-04-01 11:00:07"
"57","2","33","0","Des Moines","USA","1977-07-23","IA","215","8","1997","Scott","74","8466339","Clemmensen","Scott Clemmensen","USA","G","L","FLA","200","2","20112012","2017-04-01 11:00:07"
"58","0","1","0","Rauma","FIN","1985-07-01",NULL,NULL,NULL,NULL,"Iiro","74","8476243","Tarkki","Iiro Tarkki","FIN","G","L","ANA","190","0","20112012","2017-04-01 11:00:07"
"59","0","20","0","Red Deer","CAN","1976-04-20","AB","122","5","1995","Chris","72","8462152","Mason","Chris Mason","CAN","G","L","WPG","198","0","20112012","2017-04-01 11:00:07"
"60","0","12","0","Spruce Grove","CAN","1986-09-11","AB",NULL,NULL,NULL,"Ben","74","8475681","Scrivens","Ben Scrivens","CAN","G","L","TOR","181","0","20112012","2017-04-01 11:00:07"
"61","0","7","0","Barrhead","CAN","1988-04-11","AB","26","1","2006","Leland","72","8473414","Irving","Leland Irving","CAN","G","L","CGY","177","0","20112012","2017-04-01 11:00:07"
"62","2","48","0","Chandler","CAN","1978-01-09","QC","44","2","1996","Mathieu","73","8464999","Garon","Mathieu Garon","CAN","G","R","TBL","198","2","20112012","2017-04-01 11:00:07"
"63","0","7","0","Gävle","SWE","1990-01-31",NULL,"31","2","2008","Jacob","78","8474593","Markstrom","Jacob Markstrom","SWE","G","L","FLA","196","0","20112012","2017-04-01 11:00:07"
"64","8","83","0","Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","NJD","220","8","20112012","2017-04-01 11:00:07"
"65","2","68","0","Kladno","CZE","1987-08-31",NULL,"41","2","2005","Ondrej","75","8471715","Pavelec","Ondrej Pavelec","CZE","G","L","WPG","215","2","20112012","2017-04-01 11:00:07"
"66","0","12","0","London","CAN","1990-03-07","ON","77","3","2009","Matt","74","8475252","Hackett","Matt Hackett","CAN","G","L","MIN","179","0","20112012","2017-04-01 11:00:07"
"67","0","10","0","Woonsocket","USA","1977-01-02","RI","22","1","1995","Brian","74","8462052","Boucher","Brian Boucher","USA","G","L","CAR","200","0","20112012","2017-04-01 11:00:07"
"68","0","2","0","Kingston","CAN","1989-01-15","ON","165","6","2008","Mike","71","8474729","Murphy","Mike Murphy","CAN","G","L","CAR","172","0","20112012","2017-04-01 11:00:07"
"69","0","2","0","Charlottetown","CAN","1983-06-24","PE","121","4","2001","Drew","73","8469569","MacIntyre","Drew MacIntyre","CAN","G","L","BUF","190","0","20112012","2017-04-01 11:00:07"
"70","0","26","0","Stockholm","SWE","1988-06-25",NULL,"46","2","2006","Jhonas","70","8473523","Enroth","Jhonas Enroth","SWE","G","L","BUF","175","0","20112012","2017-04-01 11:00:07"
"71","4","70","0","Park Ridge","USA","1981-05-21","IL","73","3","2001","Craig","74","8467950","Anderson","Craig Anderson","USA","G","L","OTT","187","4","20112012","2017-04-01 11:00:07"
"72","0","3","0","Amqui","CAN","1980-06-25","QC","86","3","1999","Sebastien","73","8467959","Caron","Sebastien Caron","CAN","G","L","TBL","170","0","20112012","2017-04-01 11:00:07"
"73","2","70","0","Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","PHI","213","2","20112012","2017-04-01 11:00:07"
"74","1","34","0","Hamilton","CAN","1982-09-28","ON","99","4","2001","Ray","74","8469548","Emery","Ray Emery","CAN","G","L","CHI","196","1","20112012","2017-04-01 11:00:07"
"75","1","47","0","Regina","CAN","1986-05-04","SK","14","1","2004","Devan","78","8471227","Dubnyk","Devan Dubnyk","CAN","G","L","EDM","213","1","20112012","2017-04-01 11:00:07"
"76","1","57","0","Montreal","CAN","1979-04-04","QC","4","1","1997","Roberto","75","8466141","Luongo","Roberto Luongo","CAN","G","L","VAN","217","1","20112012","2017-04-01 11:00:07"
"77","0","32","0","Montreal","CAN","1977-05-16","QC","13","1","1995","Jean-Sebastien","73","8462044","Giguere","Jean-Sebastien Giguere","CAN","G","L","COL","202","0","20112012","2017-04-01 11:00:07"
"78","1","62","0","Syracuse","USA","1984-03-26","NY","64","2","2003","Jimmy","73","8470657","Howard","Jimmy Howard","USA","G","L","DET","218","1","20112012","2017-04-01 11:00:07"
"79","2","82","0","Are","SWE","1982-03-02",NULL,"205","7","2000","Henrik","73","8468685","Lundqvist","Henrik Lundqvist","SWE","G","L","NYR","188","2","20112012","2017-04-01 11:00:07"
"80","0","5","0","Sault Ste. Marie","CAN","1975-08-13","ON","124","5","1994","Marty","71","8460612","Turco","Marty Turco","CAN","G","L","BOS","184","0","20112012","2017-04-01 11:00:07"
"81","0","40","0","Simcoe","CAN","1969-10-12","ON",NULL,NULL,NULL,"Dwayne","73","8460806","Roloson","Dwayne Roloson","CAN","G","L","TBL","170","0","20112012","2017-04-01 11:00:07"
"82","0","14","0","Cold Lake","CAN","1981-01-07","AB","40","2","1999","Alex","76","8467913","Auld","Alex Auld","CAN","G","L","OTT","215","0","20112012","2017-04-01 11:00:07"
"83","1","15","0","Anchorage","USA","1976-03-30","AK",NULL,NULL,NULL,"Ty","73","8469152","Conklin","Ty Conklin","USA","G","L","DET","185","1","20112012","2017-04-01 11:00:07"
"84","0","73","0","Vantaa","FIN","1983-08-29",NULL,NULL,NULL,NULL,"Antti","74","8474550","Niemi","Antti Niemi","FIN","G","L","SJS","215","0","20112012","2017-04-01 11:00:07"
"85","0","4","0","Lulea","SWE","1990-03-19",NULL,"62","3","2009","Anders","78","8475195","Nilsson","Anders Nilsson","SWE","G","L","NYI","229","0","20112012","2017-04-01 11:00:07"
"86","2","48","0","Karlovy Vary","CZE","1976-07-02",NULL,"226","9","1994","Tomas","73","8460712","Vokoun","Tomas Vokoun","CZE","G","R","WSH","210","2","20112012","2017-04-01 11:00:07"
"87","1","5","0","Watson","CAN","1989-09-16","SK","122","5","2008","Dustin","72","8474682","Tokarski","Dustin Tokarski","CAN","G","L","TBL","205","1","20112012","2017-04-01 11:00:07"
"88","0","19","0","Burnaby","CAN","1980-01-18","BC","66","3","1998","Jason","75","8467391","LaBarbera","Jason LaBarbera","CAN","G","L","PHX","232","0","20112012","2017-04-01 11:00:07"
"89","0","40","0","Sverdlovsk","RUS","1973-01-13",NULL,"204","9","1992","Nikolai","73","8459140","Khabibulin","Nikolai Khabibulin","RUS","G","L","EDM","208","0","20112012","2017-04-01 11:00:07"
"0","0","2","0","St. Paul","USA","1987-07-28","MN","112","4","2005","Alex","72","8471774","Stalock","Alex Stalock","USA","G","L","SJS","187","0","20122013","2017-04-01 11:00:07"
"1","0","14","0","Ust-Kamenogorsk","KAZ","1986-05-07",NULL,"206","7","2004","Anton","71","8471418","Khudobin","Anton Khudobin","RUS","G","L","BOS","195","0","20122013","2017-04-01 11:00:07"
"2","3","40","0","Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","PHI","213","3","20122013","2017-04-01 11:00:07"
"3","2","29","1","Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","NJD","220","3","20122013","2017-04-01 11:00:07"
"4","1","55","0","Are","SWE","1982-03-02",NULL,"205","7","2000","Henrik","73","8468685","Lundqvist","Henrik Lundqvist","SWE","G","L","NYR","188","1","20122013","2017-04-01 11:00:07"
"5","0","6","0","Lac St. Charles","CAN","1977-08-15","QC","16","1","1995","Martin","74","8462047","Biron","Martin Biron","CAN","G","L","NYR","186","0","20122013","2017-04-01 11:00:07"
"6","3","38","0","Sorel","CAN","1984-11-28","QC","1","1","2003","Marc-Andre","74","8470594","Fleury","Marc-Andre Fleury","CAN","G","L","PIT","180","3","20122013","2017-04-01 11:00:07"
"7","0","14","0","Gothenburg","SWE","1991-07-24",NULL,"46","2","2009","Robin","76","8475215","Lehner","Robin Lehner","SWE","G","L","OTT","239","0","20122013","2017-04-01 11:00:07"
"8","0","1","0","Petrolia","CAN","1981-05-19","ON","165","6","1999","Michael","75","8468038","Leighton","Michael Leighton","CAN","G","L","PHI","186","0","20122013","2017-04-01 11:00:07"
"9","0","2","0","Plymouth","GBR","1986-04-28",NULL,"221","7","2004","Daniel","72","8471433","Taylor","Daniel Taylor","GBR","G","L","CGY","198","0","20122013","2017-04-01 11:00:07"
"10","1","24","0","Gävle","SWE","1988-05-03",NULL,"207","7","2008","Anders","78","8474765","Lindback","Anders Lindback","SWE","G","L","TBL","215","1","20122013","2017-04-01 11:00:07"
"11","0","13","0","Ústí nad Labem","CZE","1988-03-23",NULL,"34","2","2006","Michal","73","8473607","Neuvirth","Michal Neuvirth","CZE","G","L","WSH","209","0","20122013","2017-04-01 11:00:07"
"12","0","18","0","Chandler","CAN","1978-01-09","QC","44","2","1996","Mathieu","73","8464999","Garon","Mathieu Garon","CAN","G","R","TBL","198","0","20122013","2017-04-01 11:00:07"
"13","0","5","0","Malmö","SWE","1984-02-16",NULL,NULL,NULL,NULL,"Cristopher","75","8476846","Nilstorp","Cristopher Nilstorp","SWE","G","R","DAL","190","0","20122013","2017-04-01 11:00:07"
"14","0","8","0","Saskatoon","CAN","1990-05-05","SK","161","6","2009","Darcy","77","8475311","Kuemper","Darcy Kuemper","CAN","G","L","MIN","215","0","20122013","2017-04-01 11:00:07"
"15","0","3","0","Winthrop","USA","1981-09-19","MA","1","1","2000","Rick","72","8468481","DiPietro","Rick DiPietro","USA","G","R","NYI","185","0","20122013","2017-04-01 11:00:07"
"16","0","25","0","Kalix","SWE","1982-08-08",NULL,NULL,NULL,NULL,"Viktor","72","8476839","Fasth","Viktor Fasth","SWE","G","L","ANA","181","0","20122013","2017-04-01 11:00:07"
"17","0","12","0","Stockholm","SWE","1988-06-25",NULL,"46","2","2006","Jhonas","70","8473523","Enroth","Jhonas Enroth","SWE","G","L","BUF","175","0","20122013","2017-04-01 11:00:07"
"18","0","30","0","Newmarket","CAN","1985-04-09","ON","291","9","2003","Brian","74","8470880","Elliott","Brian Elliott","CAN","G","L","STL","209","0","20122013","2017-04-01 11:00:07"
"19","0","21","0","Pictou","CAN","1980-02-07","NS",NULL,NULL,NULL,"Joey","72","8469732","MacDonald","Joey MacDonald","CAN","G","L","CGY","197","0","20122013","2017-04-01 11:00:07"
"20","0","2","0","Rosenheim","DEU","1991-11-25",NULL,"112","4","2010","Philipp","73","8475831","Grubauer","Philipp Grubauer","DEU","G","L","WSH","182","0","20122013","2017-04-01 11:00:07"
"21","0","53","0","Montreal","CAN","1984-12-31","QC","52","2","2003","Corey","74","8470645","Crawford","Corey Crawford","CAN","G","L","CHI","216","0","20122013","2017-04-01 11:00:07"
"22","0","38","0","Novokuznetsk","RUS","1988-09-20",NULL,NULL,NULL,NULL,"Sergei","74","8475683","Bobrovsky","Sergei Bobrovsky","RUS","G","L","CBJ","182","0","20122013","2017-04-01 11:00:07"
"23","1","16","0","Bratislava","SVK","1985-05-13",NULL,"271","9","2003","Jaroslav","71","8470860","Halak","Jaroslav Halak","SVK","G","L","STL","181","1","20122013","2017-04-01 11:00:07"
"24","0","10","0","Regina","CAN","1984-06-18","SK","38","2","2002","Josh","74","8470216","Harding","Josh Harding","CAN","G","R","MIN","194","0","20122013","2017-04-01 11:00:07"
"25","2","36","0","Helsinki","FIN","1983-11-16",NULL,"2","1","2002","Kari","76","8470140","Lehtonen","Kari Lehtonen","FIN","G","L","DAL","190","2","20122013","2017-04-01 11:00:07"
"26","0","15","0","Laval","CAN","1976-09-13","QC","44","2","1994","Jose","71","8460535","Theodore","Jose Theodore","CAN","G","R","FLA","172","0","20122013","2017-04-01 11:00:07"
"27","0","4","0","Saskatoon","CAN","1986-06-10","SK","125","5","2006","Chad","75","8473434","Johnson","Chad Johnson","CAN","G","L","PHX","196","0","20122013","2017-04-01 11:00:07"
"28","0","7","0","Chicago","USA","1985-02-13","IL","6","1","2004","Al","74","8471219","Montoya","Al Montoya","USA","G","L","WPG","209","0","20122013","2017-04-01 11:00:07"
"29","1","56","0","Syracuse","USA","1984-03-26","NY","64","2","2003","Jimmy","73","8470657","Howard","Jimmy Howard","USA","G","L","DET","218","1","20122013","2017-04-01 11:00:07"
"30","0","21","0","Hamilton","CAN","1982-09-28","ON","99","4","2001","Ray","74","8469548","Emery","Ray Emery","CAN","G","L","CHI","196","0","20122013","2017-04-01 11:00:07"
"31","2","33","0","Felben Wellhausen","CHE","1982-02-12",NULL,NULL,NULL,NULL,"Jonas","74","8473972","Hiller","Jonas Hiller","CHE","G","R","ANA","191","2","20122013","2017-04-01 11:00:07"
"32","0","23","0","Gävle","SWE","1990-01-31",NULL,"31","2","2008","Jacob","78","8474593","Markstrom","Jacob Markstrom","SWE","G","L","FLA","196","0","20122013","2017-04-01 11:00:07"
"33","0","11","0","Red Deer","CAN","1976-04-20","AB","122","5","1995","Chris","72","8462152","Mason","Chris Mason","CAN","G","L","NSH","198","0","20122013","2017-04-01 11:00:07"
"34","0","42","0","Helsinki","FIN","1978-02-13",NULL,NULL,NULL,NULL,"Niklas","74","8473404","Backstrom","Niklas Backstrom","FIN","G","L","MIN","192","0","20122013","2017-04-01 11:00:07"
"35","0","12","0","Sverdlovsk","RUS","1973-01-13",NULL,"204","9","1992","Nikolai","73","8459140","Khabibulin","Nikolai Khabibulin","RUS","G","L","EDM","208","0","20122013","2017-04-01 11:00:07"
"36","2","31","0","Karlovy Vary","CZE","1976-07-02",NULL,"226","9","1994","Tomas","73","8460712","Vokoun","Tomas Vokoun","CZE","G","R","PIT","210","2","20122013","2017-04-01 11:00:07"
