"index","assists","gamesPlayed","goals","playerBirthCity","playerBirthCountry","playerBirthDate","playerBirthStateProvince","playerDraftOverallPickNo","playerDraftRoundNo","playerDraftYear","playerFirstName","playerHeight","playerId","playerLastName","playerName","playerNationality","playerPositionCode","playerShootsCatches","playerTeamsPlayedFor","playerWeight","points","seasonId","cron_ts"
"0","0","58","0","White","USA","1978-01-22","NY","139","6","1996","Robert","73","8465093","Esche","Robert Esche","USA","G","L","PHI","210","0","20032004","2017-04-01 11:00:07"
"1","0","33","0","Imatra","FIN","1975-05-08",NULL,"133","5","2001","Jussi","72","8462255","Markkanen","Jussi Markkanen","FIN","G","L","NYR, EDM","182","0","20032004","2017-04-01 11:00:07"
"2","0","4","0","Atlanta","USA","1978-03-04","GA","30","2","1997","Jean-Marc","75","8466165","Pelletier","Jean-Marc Pelletier","USA","G","L","PHX","209","0","20032004","2017-04-01 11:00:07"
"3","0","7","0","Drummondville","CAN","1977-04-18","QC","93","4","1995","Sebastien","69","8462120","Charpentier","Sebastien Charpentier","CAN","G","L","WSH","190","0","20032004","2017-04-01 11:00:07"
"4",NULL,"1",NULL,"Surahammar","SWE","1971-02-01",NULL,"118","5","1993","Tommy","72","8459541","Salo","Tommy Salo","SWE","G","L","SWE","180",NULL,"20032004","2017-04-01 11:00:07"
"5","2","34","0","Petrolia","CAN","1981-05-19","ON","165","6","1999","Michael","75","8468038","Leighton","Michael Leighton","CAN","G","L","CHI","186","2","20032004","2017-04-01 11:00:07"
"6","0","18","0","Farmington","USA","1977-03-12","MI","129","5","1995","Brent","75","8462161","Johnson","Brent Johnson","USA","G","L","STL, PHX","199","0","20032004","2017-04-01 11:00:07"
"7","2","55","0","Montreal","CAN","1977-05-16","QC","13","1","1995","Jean-Sebastien","73","8462044","Giguere","Jean-Sebastien Giguere","CAN","G","L","ANA","202","2","20032004","2017-04-01 11:00:07"
"8","0","21","0","Sorel","CAN","1984-11-28","QC","1","1","2003","Marc-Andre","74","8470594","Fleury","Marc-Andre Fleury","CAN","G","L","PIT","180","0","20032004","2017-04-01 11:00:07"
"9","2","64","0","Turku","FIN","1976-10-26",NULL,"116","5","1995","Miikka","73","8462147","Kiprusoff","Miikka Kiprusoff","FIN","G","L","CGY","185","2","20032004","2017-04-01 11:00:07"
"10","0","21","0","Ottawa","CAN","1972-11-24","ON",NULL,NULL,NULL,"Fred","67","8459252","Brathwaite","Fred Brathwaite","CAN","G","L","CBJ","185","0","20032004","2017-04-01 11:00:07"
"11","1","48","0","Simcoe","CAN","1969-10-12","ON",NULL,NULL,NULL,"Dwayne","73","8460806","Roloson","Dwayne Roloson","CAN","G","L","MIN","170","1","20032004","2017-04-01 11:00:07"
"12","2","64","0","Lahti","FIN","1975-12-17",NULL,"189","6","2001","Pasi","70","8469636","Nurminen","Pasi Nurminen","FIN","G","L","ATL","215","2","20032004","2017-04-01 11:00:07"
"13","0","4","0","Des Moines","USA","1977-07-23","IA","215","8","1997","Scott","74","8466339","Clemmensen","Scott Clemmensen","USA","G","L","NJD","200","0","20032004","2017-04-01 11:00:07"
"14",NULL,"2",NULL,"Kosice","SVK","1980-01-10",NULL,"193","7","1998","Rastislav","74","8467497","Stana","Rastislav Stana","SVK","G","L","SVK","184",NULL,"20032004","2017-04-01 11:00:07"
"15","1","30","0","Edmonton","CAN","1971-06-30","AB","48","3","1991","Jamie","72","8458562","McLennan","Jamie McLennan","CAN","G","L","CGY, NYR","199","1","20032004","2017-04-01 11:00:07"
"16",NULL,"1",NULL,"Mannheim","DEU","1980-06-25",NULL,"275","9","2001","Robert","67","8469717","Muller","Robert Muller","DEU","G","L","DEU","163",NULL,"20032004","2017-04-01 11:00:07"
"17","2","52","0","Lac St. Charles","CAN","1977-08-15","QC","16","1","1995","Martin","74","8462047","Biron","Martin Biron","CAN","G","L","BUF","186","2","20032004","2017-04-01 11:00:07"
"18","2","64","0","Belleville","CAN","1980-05-04","ON","135","5","1998","Andrew","73","8467453","Raycroft","Andrew Raycroft","CAN","G","L","BOS","180","2","20032004","2017-04-01 11:00:07"
"19","1","28","0","Tampere","FIN","1977-05-20",NULL,"90","4","1995","Vesa","70","8462117","Toskala","Vesa Toskala","FIN","G","L","SJS","198","1","20032004","2017-04-01 11:00:07"
"20",NULL,"5",NULL,"Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","CAN","220",NULL,"20032004","2017-04-01 11:00:07"
"21","0","3","0","Turku","FIN","1980-06-18",NULL,"168","6","1998","Antero","73","8467511","Niittymaki","Antero Niittymaki","FIN","G","L","PHI","195","0","20032004","2017-04-01 11:00:07"
"22","1","4","0","Burnaby","CAN","1980-01-18","BC","66","3","1998","Jason","75","8467391","LaBarbera","Jason LaBarbera","CAN","G","L","NYR","232","1","20032004","2017-04-01 11:00:07"
"23","1","6","0","Beauport","CAN","1981-06-17",NULL,"22","1","1999","Maxime","74","8467895","Ouellet","Maxime Ouellet","CAN","G","L","WSH","194","1","20032004","2017-04-01 11:00:07"
"24","1","73","0","Fribourg","CHE","1978-02-07",NULL,"161","6","1997","David","73","8466290","Aebischer","David Aebischer","CHE","G","L","COL","187","1","20032004","2017-04-01 11:00:07"
"25",NULL,"1",NULL,"Munich","DEU","1979-05-14",NULL,NULL,NULL,NULL,"Oliver","72","8469913","Jonas","Oliver Jonas","DEU","G","L","DEU","175",NULL,"20032004","2017-04-01 11:00:07"
"26","0","8","0","Toronto","CAN","1983-04-25","ON","199","7","2003","Andy","71","8469613","Chiodo","Andy Chiodo","CAN","G","L","PIT","192","0","20032004","2017-04-01 11:00:07"
"27","0","18","0","Sussex","GBR","1971-02-25",NULL,"35","2","1989","Byron","71","8455994","Dafoe","Byron Dafoe","GBR","G","L","ATL","185","0","20032004","2017-04-01 11:00:07"
"28","0","38","0","Anchorage","USA","1976-03-30","AK",NULL,NULL,NULL,"Ty","73","8469152","Conklin","Ty Conklin","USA","G","L","EDM","185","0","20032004","2017-04-01 11:00:07"
"29","0","3","0","Etobicoke","CAN","1977-08-20","ON","190","8","1996","Steve","78","8465161","Valiquette","Steve Valiquette","CAN","G","L","EDM, NYR","210","0","20032004","2017-04-01 11:00:07"
"30","5","78","0","Laval","CAN","1976-09-13","QC","44","2","1994","Jose","71","8460535","Theodore","Jose Theodore","CAN","G","R","MTL","172","5","20032004","2017-04-01 11:00:07"
"31","0","11","0","Scarborough","CAN","1967-10-22","ON","81","4","1986","Ron","71","8451837","Tugnutt","Ron Tugnutt","CAN","G","L","DAL","165","0","20032004","2017-04-01 11:00:07"
"32","0","28","0","Anjou","CAN","1971-06-23","QC","31","2","1990","Felix","73","8457714","Potvin","Felix Potvin","CAN","G","L","BOS","195","0","20032004","2017-04-01 11:00:07"
"33","2","55","0","Winthrop","USA","1981-09-19","MA","1","1","2000","Rick","72","8468481","DiPietro","Rick DiPietro","USA","G","R","NYI","185","2","20032004","2017-04-01 11:00:07"
"34","0","1","0","Medicine Hat","CAN","1971-12-18","AB","226","11","1991","Neil","73","8458738","Little","Neil Little","CAN","G","L","PHI","190","0","20032004","2017-04-01 11:00:07"
"35","0","1","0","Laval","CAN","1980-04-11","QC","45","2","2000","Mathieu","73","8467341","Chouinard","Mathieu Chouinard","CAN","G","L","LAK","211","0","20032004","2017-04-01 11:00:07"
"36","2","64","0","St. Bonaventure","CAN","1974-07-07","QC","156","6","1993","Patrick","75","8459579","Lalime","Patrick Lalime","CAN","G","L","OTT","192","2","20032004","2017-04-01 11:00:07"
"37","0","1","0","Saskatoon","CAN","1980-06-19","SK","60","2","2000","Dan","73","8468540","Ellis","Dan Ellis","CAN","G","L","DAL","195","0","20032004","2017-04-01 11:00:07"
"38","2","78","0","Sverdlovsk","RUS","1973-01-13",NULL,"204","9","1992","Nikolai","73","8459140","Khabibulin","Nikolai Khabibulin","RUS","G","L","TBL","208","2","20032004","2017-04-01 11:00:07"
"39","0","9","0","Cold Lake","CAN","1981-01-07","AB","40","2","1999","Alex","76","8467913","Auld","Alex Auld","CAN","G","L","VAN","215","0","20032004","2017-04-01 11:00:07"
"40","0","30","0","Denver","USA","1975-08-31","CO","229","9","1994","John","75","8460715","Grahame","John Grahame","USA","G","L","TBL","220","0","20032004","2017-04-01 11:00:07"
"41","0","22","0","Montreal","CAN","1977-07-19","QC","76","3","1995","Jean-Sebastien","71","8462102","Aubin","Jean-Sebastien Aubin","CAN","G","R","PIT","180","0","20032004","2017-04-01 11:00:07"
"42","0","21","0","Park Ridge","USA","1981-05-21","IL","73","3","2001","Craig","74","8467950","Anderson","Craig Anderson","USA","G","L","CHI","187","0","20032004","2017-04-01 11:00:07"
"43","0","14","0","Montreal","CAN","1975-01-12","QC","10","1","1993","Jocelyn","71","8459432","Thibault","Jocelyn Thibault","CAN","G","L","CHI","169","0","20032004","2017-04-01 11:00:07"
"44","0","40","0","Keswick","CAN","1967-04-29","ON",NULL,NULL,NULL,"Curtis","71","8448382","Joseph","Curtis Joseph","CAN","G","L","DET","193","0","20032004","2017-04-01 11:00:07"
"45","2","16","0","Dugald","CAN","1972-03-29","MB","11","1","1990","Trevor","74","8456830","Kidd","Trevor Kidd","CAN","G","L","TOR","213","2","20032004","2017-04-01 11:00:07"
"46","0","20","0","Chandler","CAN","1978-01-09","QC","44","2","1996","Mathieu","73","8464999","Garon","Mathieu Garon","CAN","G","R","MTL","198","0","20032004","2017-04-01 11:00:07"
"47","0","4","0","Helsinki","FIN","1983-11-16",NULL,"2","1","2002","Kari","76","8470140","Lehtonen","Kari Lehtonen","FIN","G","L","ATL","190","0","20032004","2017-04-01 11:00:07"
"48","1","72","0","Peace River","CAN","1972-11-26","AB","54","3","1991","Chris","70","8458568","Osgood","Chris Osgood","CAN","G","L","STL","180","1","20032004","2017-04-01 11:00:07"
"49","0","17","0","Buffalo","USA","1980-02-27","NY","38","2","1998","Philippe","72","8467364","Sauve","Philippe Sauve","USA","G","L","COL","190","0","20032004","2017-04-01 11:00:07"
"50","0","14","0","Vienna","AUT","1975-07-04",NULL,"261","8","2000","Reinhard","71","8468741","Divis","Reinhard Divis","AUT","G","L","STL","197","0","20032004","2017-04-01 11:00:07"
"51","1","4","0","Val D'or","CAN","1980-09-02","QC","108","4","1998","Dany","76","8467430","Sabourin","Dany Sabourin","CAN","G","L","CGY","204","1","20032004","2017-04-01 11:00:07"
"52","0","76","0","Kamenogorsk","KAZ","1975-07-25",NULL,"219","9","1994","Evgeni","72","8460705","Nabokov","Evgeni Nabokov","RUS","G","L","SJS","202","0","20032004","2017-04-01 11:00:07"
"53","0","14","0","Brampton","CAN","1975-12-28","ON","7","1","1994","Jamie","74","8460497","Storr","Jamie Storr","CAN","G","L","CAR","200","0","20032004","2017-04-01 11:00:07"
"54","0","7","0","St. George","CAN","1982-11-12","ON","29","1","2001","Adam","73","8469482","Munro","Adam Munro","CAN","G","L","CHI","187","0","20032004","2017-04-01 11:00:07"
"55","0","57","0","Johnson City","USA","1972-06-01","NY","53","3","1990","Mike","74","8456137","Dunham","Mike Dunham","USA","G","L","NYR","190","0","20032004","2017-04-01 11:00:07"
"56","0","5","0","Innisfai","CAN","1979-04-06","AB","248","9","1998","Matthew","72","8467548","Yeats","Matthew Yeats","CAN","G","L","WSH","181","0","20032004","2017-04-01 11:00:07"
"57","0","11","0","Sundbyberg","SWE","1979-09-19",NULL,"70","3","2000","Mikael","72","8468550","Tellqvist","Mikael Tellqvist","SWE","G",NULL,"TOR","189","0","20032004","2017-04-01 11:00:07"
"58","0","35","1","Tampere","FIN","1979-06-17",NULL,"21","1","1997","Mika","74","8466156","Noronen","Mika Noronen","FIN","G","L","BUF","196","1","20032004","2017-04-01 11:00:07"
"59","0","6","0","Kosice","SVK","1980-01-10",NULL,"193","7","1998","Rastislav","74","8467497","Stana","Rastislav Stana","SVK","G","L","WSH","184","0","20032004","2017-04-01 11:00:07"
"60","0","2","0","Repentigny","CAN","1982-11-07","QC","8","1","2001","Pascal","74","8469461","Leclaire","Pascal Leclaire","CAN","G","L","CBJ","202","0","20032004","2017-04-01 11:00:07"
"61","0","9","0","Thunder Bay","CAN","1973-01-29","ON","196","9","1992","Steve","69","8459132","Passmore","Steve Passmore","CAN","G","L","CHI","165","0","20032004","2017-04-01 11:00:07"
"62","1","49","0","Surahammar","SWE","1971-02-01",NULL,"118","5","1993","Tommy","72","8459541","Salo","Tommy Salo","SWE","G","L","EDM, COL","180","1","20032004","2017-04-01 11:00:07"
"63",NULL,"3",NULL,"Zvolen","SVK","1979-04-10",NULL,"65","2","1999","Jan","72","8467938","Lasak","Jan Lasak","SVK","G","L","SVK","204",NULL,"20032004","2017-04-01 11:00:07"
"64","0","40","0","Amqui","CAN","1980-06-25","QC","86","3","1999","Sebastien","73","8467959","Caron","Sebastien Caron","CAN","G","L","PIT","170","0","20032004","2017-04-01 11:00:07"
"65",NULL,"3",NULL,"Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","RUS","213",NULL,"20032004","2017-04-01 11:00:07"
"66","0","2","0","Litome","CZE","1973-06-25",NULL,"70","4","1991","Milan","73","8458584","Hnilicka","Milan Hnilicka","CZE","G","L","LAK","190","0","20032004","2017-04-01 11:00:07"
"67","1","39","0","Wrentham","USA","1969-07-28","MA","114","6","1987","Garth","75","8458075","Snow","Garth Snow","USA","G","L","NYI","200","1","20032004","2017-04-01 11:00:07"
"68","0","66","0","Toronto","CAN","1975-04-04","ON","41","2","1993","Kevin","74","8459463","Weekes","Kevin Weekes","CAN","G","L","CAR","215","0","20032004","2017-04-01 11:00:07"
"69","0","23","0","Leksand","SWE","1973-05-05",NULL,"218","9","1994","Johan","72","8460704","Hedberg","Johan Hedberg","SWE","G",,"VAN","190","0","20032004","2017-04-01 11:00:07"
"70",NULL,"3",NULL,"Johannesburg","ZAF","1970-04-06",NULL,"19","1","1989","Olie","75","8448535","Kolzig","Olie Kolzig","DEU","G","L","DEU","224",NULL,"20032004","2017-04-01 11:00:07"
"71",NULL,"6",NULL,"Turku","FIN","1976-10-26",NULL,"116","5","1995","Miikka","73","8462147","Kiprusoff","Miikka Kiprusoff","FIN","G","L","FIN","185",NULL,"20032004","2017-04-01 11:00:07"
"72","0","2","0","New Liskeard","CAN","1974-02-27","ON","92","4","1992","Marc","74","8459028","Lamothe","Marc Lamothe","CAN","G","L","DET","210","0","20032004","2017-04-01 11:00:07"
"73","0","80","0","Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","NJD","220","0","20032004","2017-04-01 11:00:07"
"74",NULL,"5",NULL,"Karlovy Vary","CZE","1976-07-02",NULL,"226","9","1994","Tomas","73","8460712","Vokoun","Tomas Vokoun","CZE","G","R","CZE","210",NULL,"20032004","2017-04-01 11:00:07"
"75","0","41","0","St-Martin-d'Hères","FRA","1975-09-03",NULL,"214","7","2001","Cristobal","73","8469658","Huet","Cristobal Huet","FRA","G","L","LAK","205","0","20032004","2017-04-01 11:00:07"
"76","1","30","0","Ostrava","CZE","1975-12-11",NULL,"164","6","1999","Martin","74","8468037","Prusek","Martin Prusek","CZE","G","R","OTT","176","1","20032004","2017-04-01 11:00:07"
"77","1","45","0","Toronto","CAN","1973-02-04","ON","188","8","1993","Manny","70","8459308","Legace","Manny Legace","CAN","G","L","DET","200","1","20032004","2017-04-01 11:00:07"
"78","0","16","0","Toronto","CAN","1972-07-19","ON","101","5","1991","Steve","75","8458615","Shields","Steve Shields","CAN","G","L","FLA","215","0","20032004","2017-04-01 11:00:07"
"79","0","37","0","Etobicoke","CAN","1974-08-27","ON","52","3","1992","Manny","72","8458988","Fernandez","Manny Fernandez","CAN","G","L","MIN","207","0","20032004","2017-04-01 11:00:07"
"80","1","78","0","Sault Ste. Marie","CAN","1975-08-13","ON","124","5","1994","Marty","71","8460612","Turco","Marty Turco","CAN","G","L","DAL","184","1","20032004","2017-04-01 11:00:07"
"81","0","32","0","Burgdorf","CHE","1974-09-03",NULL,"232","8","2001","Martin","72","8469675","Gerber","Martin Gerber","CHE","G","L","ANA","205","0","20032004","2017-04-01 11:00:07"
"82","0","1","0","Campbell River","CAN","1979-09-16","BC","170","6","1999","Matt","74","8468043","Underhill","Matt Underhill","CAN","G","L","CHI","220","0","20032004","2017-04-01 11:00:07"
"83","2","14","0","Pardubice","CZE","1965-01-29",NULL,"199","10","1983","Dominik","73","8447687","Hasek","Dominik Hasek","CZE","G","L","DET","166","2","20032004","2017-04-01 11:00:07"
"84","0","10","0","Riga","LVA","1967-02-02",NULL,"196","10","1989","Arturs","68","8456692","Irbe","Arturs Irbe","LVA","G","L","CAR","190","0","20032004","2017-04-01 11:00:07"
"85","0","49","0","Gottwaldov","CZE","1971-03-02",NULL,"171","6","2000","Roman","75","8468651","Cechmanek","Roman Cechmanek","CZE","G","L","LAK","211","0","20032004","2017-04-01 11:00:07"
"86","1","19","0","Strak","CZE","1970-05-21",NULL,"113","6","1990","Roman","76","8458266","Turek","Roman Turek","CZE","G","R","CGY","222","1","20032004","2017-04-01 11:00:07"
"87","2","66","0","Montreal","CAN","1977-08-01","QC","25","1","1995","Marc","73","8462055","Denis","Marc Denis","CAN","G","L","CBJ","193","2","20032004","2017-04-01 11:00:07"
"88","0","17","0","Red Deer","CAN","1976-04-20","AB","122","5","1995","Chris","72","8462152","Mason","Chris Mason","CAN","G","L","NSH","198","0","20032004","2017-04-01 11:00:07"
"89","0","1","0","Surahammar","SWE","1971-02-01",NULL,"118","5","1993","Tommy","72","8459541","Salo","Tommy Salo","SWE","G","L","COL","180","0","20032004","2017-04-01 11:00:07"
"90",NULL,"3",NULL,"Sundbyberg","SWE","1979-09-19",NULL,"70","3","2000","Mikael","72","8468550","Tellqvist","Mikael Tellqvist","SWE","G",NULL,"SWE","189",NULL,"20032004","2017-04-01 11:00:07"
"91",NULL,"4",NULL,"White","USA","1978-01-22","NY","139","6","1996","Robert","73","8465093","Esche","Robert Esche","USA","G","L","USA","210",NULL,"20032004","2017-04-01 11:00:07"
"92","0","1","0","Anjou","CAN","1973-03-10","QC",NULL,NULL,NULL,"Martin","72","8459289","Brochu","Martin Brochu","CAN","G","L","PIT","199","0","20032004","2017-04-01 11:00:07"
"93","2","79","0","Karlovy Vary","CZE","1976-07-02",NULL,"226","9","1994","Tomas","73","8460712","Vokoun","Tomas Vokoun","CZE","G","R","NSH","210","2","20032004","2017-04-01 11:00:07"
"94","0","1","0","Windsor","CAN","1967-01-29","ON","24","2","1985","Sean","76","8445769","Burke","Sean Burke","CAN","G","L","PHI","209","0","20032004","2017-04-01 11:00:07"
"95","0","3","0","Hamilton","CAN","1982-09-28","ON","99","4","2001","Ray","74","8469548","Emery","Ray Emery","CAN","G","L","OTT","196","0","20032004","2017-04-01 11:00:07"
"96","0","1","0","Togliatti","RUS","1980-06-22",NULL,"44","2","2000","Ilya","75","8468524","Bryzgalov","Ilya Bryzgalov","RUS","G","L","ANA","213","0","20032004","2017-04-01 11:00:07"
"97","2","72","0","Carman","CAN","1965-04-21","MB",NULL,NULL,NULL,"Ed","72","8445386","Belfour","Ed Belfour","CAN","G","L","TOR","214","2","20032004","2017-04-01 11:00:07"
"98","1","63","0","Johannesburg","ZAF","1970-04-06",NULL,"19","1","1989","Olie","75","8448535","Kolzig","Olie Kolzig","DEU","G","L","WSH","224","1","20032004","2017-04-01 11:00:07"
"99","0","4","0","Peterborough","CAN","1976-09-17","ON","212","9","1995","Zac","77","8462247","Bierk","Zac Bierk","CAN","G","L","PHX","205","0","20032004","2017-04-01 11:00:07"
"100","0","27","0","London","CAN","1968-06-01","ON","34","2","1987","Jeff","73","8447449","Hackett","Jeff Hackett","CAN","G","L","PHI","198","0","20032004","2017-04-01 11:00:07"
"101",NULL,"1",NULL,"Winthrop","USA","1981-09-19","MA","1","1","2000","Rick","72","8468481","DiPietro","Rick DiPietro","USA","G","R","USA","185",NULL,"20032004","2017-04-01 11:00:07"
"102","3","72","0","Montreal","CAN","1979-04-04","QC","4","1","1997","Roberto","75","8466141","Luongo","Roberto Luongo","CAN","G","L","FLA","217","3","20032004","2017-04-01 11:00:07"
"103","0","3","0","East Lansing","USA","1980-07-17","MI","138","5","1999","Ryan","74","8468011","Miller","Ryan Miller","USA","G","L","BUF","168","0","20032004","2017-04-01 11:00:07"
"104","1","3","0","North Battleford","CAN","1970-11-04","SK","200","10","1990","Corey","72","8457969","Schwab","Corey Schwab","CAN","G","L","NJD","180","1","20032004","2017-04-01 11:00:07"
"105","0","40","0","Woonsocket","USA","1977-01-02","RI","22","1","1995","Brian","74","8462052","Boucher","Brian Boucher","USA","G","L","PHX","200","0","20032004","2017-04-01 11:00:07"
"106","0","2","0","Invermere","CAN","1979-01-30","BC",NULL,NULL,NULL,"Wade","70","8470584","Dubielewicz","Wade Dubielewicz","CAN","G","L","NYI","185","0","20032004","2017-04-01 11:00:07"
"107","1","63","0","Mont-Laurier","CAN","1976-04-22","QC","26","1","1994","Dan","73","8460516","Cloutier","Dan Cloutier","CAN","G","L","VAN","195","1","20032004","2017-04-01 11:00:07"
"108","2","47","0","Windsor","CAN","1967-01-29","ON","24","2","1985","Sean","76","8445769","Burke","Sean Burke","CAN","G","L","PHX, PHI","209","2","20032004","2017-04-01 11:00:07"
"0","3","58","0","Etobicoke","CAN","1974-08-27","ON","52","3","1992","Manny","72","8458988","Fernandez","Manny Fernandez","CAN","G","L","MIN","207","3","20052006","2017-04-01 11:00:07"
"1","3","51","0","Saskatoon","CAN","1984-02-29","SK","25","1","2002","Cam","73","8470320","Ward","Cam Ward","CAN","G","L","CAR","185","3","20052006","2017-04-01 11:00:07"
"2","1","43","0","Laval","CAN","1976-09-13","QC","44","2","1994","Jose","71","8460535","Theodore","Jose Theodore","CAN","G","R","MTL, COL","172","1","20052006","2017-04-01 11:00:07"
"3","1","57","0","Toronto","CAN","1973-02-04","ON","188","8","1993","Manny","70","8459308","Legace","Manny Legace","CAN","G","L","DET","200","1","20052006","2017-04-01 11:00:07"
"4","0","5","0","Toronto","CAN","1972-07-19","ON","101","5","1991","Steve","75","8458615","Shields","Steve Shields","CAN","G","L","ATL","215","0","20052006","2017-04-01 11:00:07"
"5","0","9","0","St. Paul","USA","1981-05-16","MN","240","8","2000","Adam","71","8468720","Berkhoel","Adam Berkhoel","USA","G","L","ATL","185","0","20052006","2017-04-01 11:00:07"
"6","1","61","0","Denver","USA","1975-08-31","CO","229","9","1994","John","75","8460715","Grahame","John Grahame","USA","G","L","TBL","220","1","20052006","2017-04-01 11:00:07"
"7","0","1","0","Vancouver","CAN","1985-06-05","BC","180","6","2003","Chris","75","8470772","Holt","Chris Holt","CAN","G","L","NYR","229","0","20052006","2017-04-01 11:00:07"
"8","0","4","0","Syracuse","USA","1984-03-26","NY","64","2","2003","Jimmy","73","8470657","Howard","Jimmy Howard","USA","G","L","DET","218","0","20052006","2017-04-01 11:00:07"
"9","2","19","0","Leksand","SWE","1973-05-05",NULL,"218","9","1994","Johan","72","8460704","Hedberg","Johan Hedberg","SWE","G",,"DAL","190","2","20052006","2017-04-01 11:00:07"
"10","0","1","0","New Westminster","CAN","1981-02-19","BC","209","7","2001","Jordan","73","8469653","Sigalet","Jordan Sigalet","CAN","G","L","BOS","180","0","20052006","2017-04-01 11:00:07"
"11","0","20","0","Wrentham","USA","1969-07-28","MA","114","6","1987","Garth","75","8458075","Snow","Garth Snow","USA","G","L","NYI","200","0","20052006","2017-04-01 11:00:07"
"12","0","9","0","Laval","CAN","1976-09-13","QC","44","2","1994","Jose","71","8460535","Theodore","Jose Theodore","CAN","G","R","COL","172","0","20052006","2017-04-01 11:00:07"
"13","3","63","0","Chandler","CAN","1978-01-09","QC","44","2","1996","Mathieu","73","8464999","Garon","Mathieu Garon","CAN","G","R","LAK","198","3","20052006","2017-04-01 11:00:07"
"14","2","73","0","Sault Ste. Marie","CAN","1975-08-13","ON","124","5","1994","Marty","71","8460612","Turco","Marty Turco","CAN","G","L","DAL","184","2","20052006","2017-04-01 11:00:07"
"15","0","14","0","Woonsocket","USA","1977-01-02","RI","22","1","1995","Brian","74","8462052","Boucher","Brian Boucher","USA","G","L","PHX, CGY","200","0","20052006","2017-04-01 11:00:07"
"16","0","19","0","Anchorage","USA","1976-03-30","AK",NULL,NULL,NULL,"Ty","73","8469152","Conklin","Ty Conklin","USA","G","L","EDM","185","0","20052006","2017-04-01 11:00:07"
"17","3","82","0","Montreal","CAN","1972-05-06","QC","20","1","1990","Martin","74","8455710","Brodeur","Martin Brodeur","CAN","G","L","NJD","220","3","20052006","2017-04-01 11:00:07"
"18","1","29","0","Park Ridge","USA","1981-05-21","IL","73","3","2001","Craig","74","8467950","Anderson","Craig Anderson","USA","G","L","CHI, CHI","187","1","20052006","2017-04-01 11:00:07"
"19","2","81","0","Turku","FIN","1976-10-26",NULL,"116","5","1995","Miikka","73","8462147","Kiprusoff","Miikka Kiprusoff","FIN","G","L","CGY","185","2","20052006","2017-04-01 11:00:07"
"20","3","50","0","Fribourg","CHE","1978-02-07",NULL,"161","6","1997","David","73","8466290","Aebischer","David Aebischer","CHE","G","L","COL, MTL","187","3","20052006","2017-04-01 11:00:07"
"21","1","26","0","Amqui","CAN","1980-06-25","QC","86","3","1999","Sebastien","73","8467959","Caron","Sebastien Caron","CAN","G","L","PIT","170","1","20052006","2017-04-01 11:00:07"
"22","0","34","0","Owen Sound","CAN","1979-10-05","ON",NULL,NULL,NULL,"Curtis","71","8468166","Sanford","Curtis Sanford","CAN","G","L","STL","187","0","20052006","2017-04-01 11:00:07"
"23","1","49","0","Montreal","CAN","1977-08-01","QC","25","1","1995","Marc","73","8462055","Denis","Marc Denis","CAN","G","L","CBJ","193","1","20052006","2017-04-01 11:00:07"
"24","2","49","0","Hamilton","CAN","1982-09-28","ON","99","4","2001","Ray","74","8469548","Emery","Ray Emery","CAN","G","L","OTT","196","2","20052006","2017-04-01 11:00:07"
"25","0","11","0","Montreal","CAN","1977-07-19","QC","76","3","1995","Jean-Sebastien","71","8462102","Aubin","Jean-Sebastien Aubin","CAN","G","R","TOR","180","0","20052006","2017-04-01 11:00:07"
"26","0","12","0","Vienna","AUT","1975-07-04",NULL,"261","8","2000","Reinhard","71","8468741","Divis","Reinhard Divis","AUT","G","L","STL","197","0","20052006","2017-04-01 11:00:07"
"27","2","61","0","Karlovy Vary","CZE","1976-07-02",NULL,"226","9","1994","Tomas","73","8460712","Vokoun","Tomas Vokoun","CZE","G","R","NSH","210","2","20052006","2017-04-01 11:00:07"
"28","3","59","0","Johannesburg","ZAF","1970-04-06",NULL,"19","1","1989","Olie","75","8448535","Kolzig","Olie Kolzig","DEU","G","L","WSH","224","3","20052006","2017-04-01 11:00:07"
"29","2","18","0","Simcoe","CAN","1969-10-12","ON",NULL,NULL,NULL,"Dwayne","73","8460806","Roloson","Dwayne Roloson","CAN","G","L","EDM","170","2","20052006","2017-04-01 11:00:07"
"30","0","2","0","Kempele","FIN","1982-11-03",NULL,"258","8","2004","Pekka","77","8471469","Rinne","Pekka Rinne","FIN","G","L","NSH","217","0","20052006","2017-04-01 11:00:07"
"31","0","43","0","Pardubice","CZE","1965-01-29",NULL,"199","10","1983","Dominik","73","8447687","Hasek","Dominik Hasek","CZE","G","L","OTT","166","0","20052006","2017-04-01 11:00:07"
"32","1","46","0","Kamenogorsk","KAZ","1975-07-25",NULL,"219","9","1994","Evgeni","72","8460705","Nabokov","Evgeni Nabokov","RUS","G","L","SJS","202","1","20052006","2017-04-01 11:00:07"
"33","0","28","1","Red Deer","CAN","1976-04-20","AB","122","5","1995","Chris","72","8462152","Mason","Chris Mason","CAN","G","L","NSH","198","1","20052006","2017-04-01 11:00:07"
