date,EloRating,team
9/30/1997,1500,PIT
9/30/1997,1500,MTL
9/30/1997,1500,PHI
9/30/1997,1500,TBL
9/30/1997,1500,TOR
9/30/1997,1500,STL
9/30/1997,1500,COL
9/30/1997,1500,ARI
9/30/1997,1500,CGY
9/30/1997,1500,SJS
9/30/1997,1500,BOS
9/30/1997,1500,CAR
9/30/1997,1500,NYR
9/30/1997,1500,WSH
9/30/1997,1500,EDM
9/30/1997,1500,VAN
9/30/1997,1500,OTT
9/30/1997,1500,NYI
9/30/1997,1500,DAL
9/30/1997,1500,ANA
9/30/1997,1500,BUF
9/30/1997,1500,NJD
9/30/1997,1500,DET
9/30/1997,1500,CHI
9/30/1997,1500,LAK
9/30/1997,1500,FLA
9/30/1997,1500,NSH
9/30/1997,1500,WPG
9/30/1997,1500,CBJ
9/30/1997,1500,MIN
9/30/1997,1500,VGK
10/1/1997,1500,PIT
10/1/1997,1500,LAK
10/1/1997,1500,MTL
10/1/1997,1500,OTT
10/1/1997,1500,PHI
10/1/1997,1500,FLA
10/1/1997,1500,TBL
10/1/1997,1500,CAR
10/1/1997,1500,TOR
10/1/1997,1500,WSH
10/2/1997,1500,STL
10/2/1997,1500,BUF
10/2/1997,1500,COL
10/2/1997,1500,DAL
10/2/1997,1500,ARI
10/2/1997,1500,CHI
10/2/1997,1500,CGY
10/2/1997,1500,DET
10/2/1997,1500,SJS
10/2/1997,1500,EDM
10/2/1997,1500,BOS
10/2/1997,1502,LAK
10/3/1997,1494,CAR
10/3/1997,1498,PIT
10/3/1997,1500,NYR
10/3/1997,1500,NYI
10/3/1997,1506,PHI
10/3/1997,1502,OTT
10/3/1997,1508,WSH
10/3/1997,1506,BUF
10/3/1997,1506,TBL
10/3/1997,1500,NJD
10/4/1997,1494,STL
10/4/1997,1510,ARI
10/4/1997,1494,CGY
10/4/1997,1498,COL
10/4/1997,1506,EDM
10/4/1997,1506,DET
10/4/1997,1500,VAN
10/4/1997,1500,ANA
10/4/1997,1504.011513,BOS
10/4/1997,1498,MTL
10/4/1997,1501.976974,PIT
10/4/1997,1494,FLA
10/4/1997,1496.034538,OTT
10/4/1997,1490.023026,CAR
10/4/1997,1502,NYI
10/4/1997,1492,TOR
10/4/1997,1517.971218,WSH
10/4/1997,1504.034538,NJD
10/5/1997,1502,DAL
10/5/1997,1506.276261,STL
10/5/1997,1494,SJS
10/5/1997,1490,CHI
10/5/1997,1496,ANA
10/5/1997,1504,VAN
10/5/1997,1498,NYR
10/5/1997,1497.988487,LAK
10/5/1997,1511.965462,PHI
10/5/1997,1497.723739,ARI
10/5/1997,1501.965462,TBL
10/5/1997,1496.028782,BUF
10/6/1997,1492,EDM
10/6/1997,1505.953949,COL
10/7/1997,1486.05763,CAR
10/7/1997,1499.98852,LAK
10/7/1997,1498.045869,BUF
10/7/1997,1498.024616,DAL
10/8/1997,1513.79332,COL
10/8/1997,1495.942305,BOS
10/8/1997,1486.046051,CGY
10/8/1997,1484.115121,TOR
10/8/1997,1497.976974,SJS
10/8/1997,1499.999934,OTT
10/8/1997,1495.908099,PIT
10/8/1997,1506.069208,MTL
10/8/1997,1509.884879,NYI
10/8/1997,1525.810787,WSH
10/8/1997,1496.194968,NJD
10/8/1997,1507.883491,PHI
10/8/1997,1520,DET
10/8/1997,1504.024799,DAL
10/9/1997,1501.805709,ARI
10/9/1997,1492.045041,BOS
10/9/1997,1484.160629,EDM
10/9/1997,1495.999967,NYR
10/9/1997,1492.045685,BUF
10/9/1997,1533.627466,WSH
10/9/1997,1499.748935,PHI
10/9/1997,1488.025074,PIT
10/10/1997,1486.023026,CHI
10/10/1997,1499.948375,TBL
10/10/1997,1510.251646,STL
10/10/1997,1501.948429,LAK
10/10/1997,1517.690584,COL
10/10/1997,1493.988619,SJS
10/10/1997,1482.034936,CGY
10/10/1997,1497.965894,NYR
10/10/1997,1499.95395,VAN
10/10/1997,1488.126237,TOR
10/10/1997,1484.097721,CAR
10/10/1997,1504.329525,NJD
10/10/1997,1525.862083,DET
10/10/1997,1507.788075,TBL
10/11/1997,1498.162716,DAL
10/11/1997,1478.183326,CHI
10/11/1997,1500.04605,ANA
10/11/1997,1503.988289,OTT
10/11/1997,1482.126297,PIT
10/11/1997,1488.214151,CAR
10/11/1997,1513.952233,MTL
10/11/1997,1505.647712,PHI
10/11/1997,1500.213094,NJD
10/11/1997,1500.523843,BUF
10/11/1997,1525.149308,WSH
10/11/1997,1502.0682,NYI
10/11/1997,1482.194702,EDM
10/11/1997,1490.160276,TOR
10/12/1997,1514.203851,STL
10/12/1997,1500.068876,FLA
10/12/1997,1521.554197,COL
10/12/1997,1497.749526,ARI
10/12/1997,1497.919911,VAN
10/12/1997,1499.920049,NYR
10/12/1997,1490.125006,SJS
10/12/1997,1496.101224,BOS
10/12/1997,1533.563879,DET
10/12/1997,1480.080781,CGY
10/13/1997,1497.996224,LAK
10/13/1997,1505.976943,OTT
10/13/1997,1494.19091,FLA
10/13/1997,1496.267425,NYI
10/13/1997,1489.942938,VAN
10/13/1997,1486.240554,EDM
10/14/1997,1520.081816,STL
10/14/1997,1480.144064,CAR
10/14/1997,1499.818014,ARI
10/14/1997,1462.643241,CHI
10/14/1997,1498.193808,SJS
10/14/1997,1515.767218,PHI
10/14/1997,1498.057396,ANA
10/14/1997,1488.032422,BOS
10/14/1997,1486.114425,TOR
10/14/1997,1531.410245,DET
10/15/1997,1507.897021,NYR
10/15/1997,1490.196384,PIT
10/15/1997,1513.7028,DAL
10/15/1997,1482.234414,CGY
10/15/1997,1474.488535,CAR
10/15/1997,1496.522054,BUF
10/15/1997,1497.885065,OTT
10/15/1997,1503.79515,NYR
10/15/1997,1503.832727,MTL
10/15/1997,1494.298255,PIT
10/15/1997,1492.196887,FLA
10/15/1997,1492.24658,TBL
10/15/1997,1535.14987,DET
10/15/1997,1482.3748,TOR
10/16/1997,1458.857033,CHI
10/16/1997,1530.950083,WSH
10/16/1997,1478.283179,EDM
10/16/1997,1519.485708,COL
10/16/1997,1506.088102,LAK
10/16/1997,1496.147831,BOS
10/16/1997,1489.941987,ANA
10/16/1997,1519.666079,PHI
10/17/1997,1517.521777,DAL
10/17/1997,1496.197173,FLA
10/17/1997,1494.294947,SJS
10/17/1997,1498.261449,NYI
10/17/1997,1498.458658,BUF
10/17/1997,1501.793483,MTL
10/17/1997,1508.029139,OTT
10/17/1997,1504.214883,NJD
10/17/1997,1488.246294,TBL
10/17/1997,1492.235628,PIT
10/18/1997,1453.47731,CHI
10/18/1997,1525.737345,STL
10/18/1997,1478.415437,CGY
10/18/1997,1528.89345,COL
10/18/1997,1497.900313,VAN
10/18/1997,1502.233656,BOS
10/18/1997,1500.002276,LAK
10/18/1997,1521.580579,PHI
10/18/1997,1488.027488,ANA
10/18/1997,1468.875437,EDM
10/18/1997,1511.745492,MTL
10/18/1997,1536.329806,WSH
10/18/1997,1498.247817,NJD
10/18/1997,1480.292222,TBL
10/18/1997,1486.678015,TOR
10/18/1997,1527.214988,DAL
10/18/1997,1530.846656,DET
10/18/1997,1472.551932,CAR
10/19/1997,1531.115641,STL
10/19/1997,1497.752948,NYR
10/19/1997,1482.705502,CGY
10/19/1997,1508.196239,BOS
10/19/1997,1513.996204,OTT
10/19/1997,1530.981903,DAL
10/19/1997,1486.503962,FLA
10/19/1997,1500.189699,PIT
10/19/1997,1448.099014,CHI
10/19/1997,1488.506649,BUF
10/19/1997,1491.93773,VAN
10/19/1997,1524.603386,COL
10/20/1997,1503.604223,ARI
10/20/1997,1486.340613,SJS
10/20/1997,1510.312713,LAK
10/20/1997,1464.985657,EDM
10/20/1997,1491.917268,ANA
10/20/1997,1506.215783,NYI
10/20/1997,1492.040803,NYR
10/20/1997,1467.054111,CAR
10/20/1997,1536.344476,DET
10/20/1997,1536.827786,STL
10/21/1997,1511.270142,PHI
10/21/1997,1468.602235,TBL
10/22/1997,1524.835266,DAL
10/22/1997,1490.03168,VAN
10/22/1997,1509.455188,ARI
10/22/1997,1484.081862,ANA
10/22/1997,1469.246211,EDM
10/22/1997,1515.902898,BOS
10/22/1997,1506.052159,LAK
10/22/1997,1514.051189,NYI
10/22/1997,1461.269771,CAR
10/22/1997,1538.826395,STL
10/22/1997,1480.041963,BUF
10/22/1997,1474.998843,CGY
10/22/1997,1507.886951,MTL
10/22/1997,1478.661505,FLA
10/22/1997,1497.825144,NYR
10/22/1997,1456.5637,CHI
10/22/1997,1482.9111,TOR
10/22/1997,1520.142841,OTT
10/23/1997,1526.509435,COL
10/23/1997,1540.188346,WSH
10/23/1997,1480.489648,SJS
10/23/1997,1508.032157,PIT
10/23/1997,1488.227858,ANA
10/23/1997,1534.345867,DET
10/23/1997,1519.634723,BOS
10/23/1997,1455.460813,TBL
10/23/1997,1529.607546,OTT
10/23/1997,1470.997777,FLA
10/23/1997,1509.937804,NJD
10/23/1997,1515.550679,MTL
10/23/1997,1524.411564,PHI
10/23/1997,1467.056903,CGY
10/24/1997,1534.381788,STL
10/24/1997,1500.532125,VAN
10/24/1997,1505.309192,ARI
10/24/1997,1536.109614,WSH
10/24/1997,1510.098203,LAK
10/24/1997,1541.815692,DET
10/24/1997,1493.587903,NYR
10/24/1997,1457.644997,TBL
10/25/1997,1460.800942,CHI
10/25/1997,1514.33482,DAL
10/25/1997,1530.588167,COL
10/25/1997,1465.714378,CAR
10/25/1997,1465.514386,EDM
10/25/1997,1515.715228,PIT
10/25/1997,1517.450539,BOS
10/25/1997,1473.16607,FLA
10/25/1997,1527.439252,OTT
10/25/1997,1511.518369,MTL
10/25/1997,1510.005145,NYI
10/25/1997,1480.758033,ANA
10/25/1997,1513.970114,NJD
10/25/1997,1472.806577,SJS
10/25/1997,1473.446396,TOR
10/25/1997,1463.386316,CGY
10/26/1997,1541.992387,STL
10/26/1997,1538.021021,WSH
10/26/1997,1519.873484,DAL
10/26/1997,1528.401986,COL
10/26/1997,1492.921526,VAN
10/26/1997,1511.42675,PIT
10/27/1997,1497.381183,NYR
10/27/1997,1487.010424,ANA
10/27/1997,1453.851717,TBL
10/27/1997,1502.463111,LAK
10/27/1997,1455.262278,CHI
10/27/1997,1467.900559,CAR
10/27/1997,1503.397785,ARI
10/27/1997,1487.983903,BUF
10/27/1997,1489.028026,VAN
10/27/1997,1549.450784,DET
10/28/1997,1517.655817,MTL
10/28/1997,1451.335022,CHI
10/28/1997,1503.752754,NYI
10/28/1997,1477.043257,SJS
10/28/1997,1528.082151,PHI
10/28/1997,1509.733434,NJD
10/29/1997,1495.351336,NYR
10/29/1997,1525.947121,DAL
10/29/1997,1477.420648,FLA
10/29/1997,1508.04405,LAK
10/29/1997,1477.388489,TOR
10/29/1997,1489.040271,ANA
10/29/1997,1522.328349,COL
10/29/1997,1476.250047,BUF
10/29/1997,1459.444222,CGY
10/29/1997,1515.320251,PIT
10/30/1997,1523.08489,MTL
10/30/1997,1499.599077,NYI
10/30/1997,1515.765354,PHI
10/30/1997,1549.946665,STL
10/30/1997,1530.066743,WSH
10/30/1997,1529.771111,DAL
10/30/1997,1448.270778,TBL
10/30/1997,1521.301804,OTT
10/30/1997,1558.583416,DET
10/30/1997,1481.196933,SJS
10/30/1997,1445.905949,CHI
10/30/1997,1479.895394,VAN
10/30/1997,1469.802863,EDM
10/30/1997,1515.13164,ARI
10/31/1997,1513.195962,BOS
10/31/1997,1491.006738,ANA
10/31/1997,1507.869365,NYI
10/31/1997,1491.527346,NYR
10/31/1997,1522.050232,NJD
10/31/1997,1471.504388,VAN
10/31/1997,1475.508732,FLA
10/31/1997,1528.464086,OTT
10/31/1997,1553.750061,STL
10/31/1997,1526.063489,COL
10/31/1997,1468.086136,CGY
10/31/1997,1510.871076,ARI
11/1/1997,1471.827815,CAR
11/1/1997,1472.514907,BUF
11/1/1997,1526.065041,WSH
11/1/1997,1511.961959,PHI
11/1/1997,1562.139776,DET
11/1/1997,1509.955966,LAK
11/1/1997,1454.296955,CHI
11/1/1997,1477.640573,SJS
11/2/1997,1504.940586,BOS
11/2/1997,1474.063427,EDM
11/2/1997,1506.678337,PIT
11/2/1997,1456.6662,VAN
11/2/1997,1514.814603,MTL
11/2/1997,1475.422022,TOR
11/2/1997,1513.728282,NYI
11/2/1997,1520.705542,LAK
11/2/1997,1536.888419,NJD
11/2/1997,1524.024455,WSH
11/2/1997,1468.117225,FLA
11/2/1997,1476.510952,BUF
11/2/1997,1551.670414,STL
11/2/1997,1471.439084,SJS
11/2/1997,1528.143135,COL
11/2/1997,1474.455104,CGY
11/2/1997,1514.002545,PHI
11/2/1997,1533.772813,DAL
11/2/1997,1551.390199,DET
11/2/1997,1499.262114,ANA
11/3/1997,1535.855592,OTT
11/3/1997,1510.674146,BOS
11/3/1997,1460.498444,CHI
11/3/1997,1510.39094,PIT
11/3/1997,1504.502108,ARI
11/3/1997,1476.609324,CGY
11/4/1997,1467.83177,CAR
11/4/1997,1452.953597,VAN
11/4/1997,1524.248304,MTL
11/4/1997,1535.715925,DAL
11/4/1997,1485.668428,NYR
11/4/1997,1468.329867,EDM
11/4/1997,1556.980704,STL
11/4/1997,1512.059433,PHI
11/5/1997,1542.777355,NJD
11/5/1997,1514.645298,LAK
11/5/1997,1518.135519,WSH
11/5/1997,1447.082046,VAN
11/5/1997,1466.128794,SJS
11/5/1997,1465.988321,TOR
11/6/1997,1473.703322,CAR
11/6/1997,1555.090688,DET
11/6/1997,1503.960873,PIT
11/6/1997,1529.616915,DAL
11/6/1997,1530.347315,MTL
11/6/1997,1510.261391,ARI
11/6/1997,1519.788527,NYI
11/6/1997,1470.379761,EDM
11/6/1997,1464.165541,FLA
11/6/1997,1534.45365,NJD
11/6/1997,1525.988915,COL
11/6/1997,1483.618534,NYR
11/6/1997,1470.850041,CGY
11/6/1997,1467.988725,TOR
11/6/1997,1495.561626,ANA
11/6/1997,1441.108496,TBL
11/7/1997,1516.891485,BOS
11/7/1997,1521.727921,WSH
11/7/1997,1480.462636,BUF
11/7/1997,1458.770396,FLA
11/7/1997,1529.638253,OTT
11/7/1997,1504.434779,ARI
11/7/1997,1522.705003,PHI
11/7/1997,1472.521731,EDM
11/7/1997,1466.928512,CHI
11/7/1997,1546.335134,STL
11/7/1997,1522.969003,LAK
11/7/1997,1433.734131,TBL
11/8/1997,1480.402881,CAR
11/8/1997,1517.646556,NYI
11/8/1997,1548.391129,DET
11/8/1997,1496.256115,PIT
11/8/1997,1537.321673,DAL
11/8/1997,1489.983936,NYR
11/8/1997,1466.83357,CGY
11/8/1997,1502.935991,ANA
11/8/1997,1464.12839,SJS
11/8/1997,1536.173927,MTL
11/8/1997,1519.623513,COL
11/8/1997,1541.880012,STL
11/9/1997,1498.40589,PIT
11/9/1997,1474.275391,BUF
11/9/1997,1537.348215,OTT
11/9/1997,1531.984061,PHI
11/9/1997,1521.432369,NYI
11/9/1997,1471.383634,CHI
11/9/1997,1539.848795,NJD
11/9/1997,1522.933246,BOS
11/9/1997,1515.686161,WSH
11/9/1997,1463.242674,EDM
11/9/1997,1472.005196,TOR
11/9/1997,1496.724817,ARI
11/9/1997,1443.489643,VAN
11/9/1997,1506.728356,ANA
11/9/1997,1460.541638,SJS
11/9/1997,1426.755875,TBL
11/9/1997,1529.947259,LAK
11/9/1997,1539.76068,MTL
11/9/1997,1464.957641,FLA
11/9/1997,1519.384844,WSH
11/9/1997,1546.241353,DET
11/9/1997,1463.041205,CGY
11/10/1997,1476.617067,CAR
11/10/1997,1533.317337,OTT
11/10/1997,1476.344817,BUF
11/10/1997,1459.543991,EDM
11/11/1997,1515.00096,NYI
11/11/1997,1545.702764,NJD
11/11/1997,1477.815044,CHI
11/11/1997,1455.994531,CGY
11/11/1997,1535.185634,DAL
11/11/1997,1533.623862,STL
11/11/1997,1510.365326,ANA
11/11/1997,1466.250138,SJS
11/12/1997,1536.014939,PHI
11/12/1997,1524.665996,OTT
11/12/1997,1464.289671,TOR
11/12/1997,1475.75226,CHI
11/12/1997,1553.288027,DET
11/12/1997,1527.879663,COL
11/12/1997,1504.440342,ARI
11/12/1997,1421.047375,TBL
11/12/1997,1522.060233,LAK
11/12/1997,1439.852673,VAN
11/13/1997,1496.336465,PIT
11/13/1997,1511.394662,WSH
11/13/1997,1492.119975,NYR
11/13/1997,1551.437835,NJD
11/13/1997,1469.24914,FLA
11/13/1997,1509.265888,NYI
11/13/1997,1521.154168,DAL
11/13/1997,1517.079278,BOS
11/13/1997,1461.592338,EDM
11/13/1997,1485.268408,CAR
11/13/1997,1472.630548,SJS
11/13/1997,1427.501275,VAN
11/13/1997,1503.984916,ANA
11/13/1997,1547.647706,MTL
11/14/1997,1474.296469,BUF
11/14/1997,1519.221325,WSH
11/14/1997,1520.73132,OTT
11/14/1997,1547.068732,DET
11/14/1997,1539.949615,PHI
11/14/1997,1534.098958,COL
11/14/1997,1467.620304,CHI
11/14/1997,1472.421627,TOR
11/14/1997,1547.655328,STL
11/14/1997,1519.091006,BOS
11/14/1997,1511.484828,ARI
11/14/1997,1551.396693,MTL
11/14/1997,1458.057315,CGY
11/14/1997,1491.064052,CAR
11/14/1997,1534.411631,LAK
11/14/1997,1464.111707,SJS
11/15/1997,1488.460609,NYR
11/15/1997,1488.509802,PIT
11/15/1997,1555.097201,NJD
11/15/1997,1538.132637,COL
11/15/1997,1414.002889,TBL
11/15/1997,1511.150838,NYI
11/15/1997,1467.364191,FLA
11/15/1997,1535.915937,PHI
11/15/1997,1500.235929,ANA
11/15/1997,1436.020116,VAN
11/16/1997,1513.337511,BOS
11/16/1997,1514.958626,OTT
11/16/1997,1470.554718,BUF
11/16/1997,1562.901928,NJD
11/16/1997,1558.937695,MTL
11/16/1997,1522.963077,WSH
11/16/1997,1518.039611,NYI
11/16/1997,1460.150871,FLA
11/16/1997,1476.393989,TOR
11/16/1997,1482.509377,PIT
11/16/1997,1553.408823,STL
11/16/1997,1552.841425,DET
11/16/1997,1455.796694,EDM
11/16/1997,1452.342103,CGY
11/16/1997,1456.918315,SJS
11/16/1997,1503.943826,ARI
11/16/1997,1541.605023,LAK
11/16/1997,1519.14244,DAL
11/16/1997,1494.461034,NYR
11/16/1997,1530.32791,COL
11/16/1997,1438.204419,VAN
11/16/1997,1496.779263,CAR
11/17/1997,1543.129256,PHI
11/17/1997,1407.114116,TBL
11/17/1997,1463.647942,CHI
11/17/1997,1544.847957,DET
11/17/1997,1498.051625,ANA
11/17/1997,1529.46559,DAL
11/18/1997,1516.95396,OTT
11/18/1997,1511.342177,BOS
11/18/1997,1554.730794,MTL
11/18/1997,1403.887233,TBL
11/18/1997,1464.499595,TOR
11/18/1997,1561.40229,STL
11/18/1997,1507.673538,ARI
11/18/1997,1453.786751,EDM
11/19/1997,1566.373443,NJD
11/19/1997,1454.352046,CGY
11/19/1997,1527.169978,WSH
11/19/1997,1521.915343,COL
11/19/1997,1464.483337,FLA
11/19/1997,1502.8736,NYR
11/19/1997,1453.188603,SJS
11/19/1997,1488.503401,ANA
11/20/1997,1488.106488,CAR
11/20/1997,1561.020918,MTL
11/20/1997,1494.403771,PIT
11/20/1997,1517.390632,BOS
11/20/1997,1397.597109,TBL
11/20/1997,1508.542449,NYR
11/20/1997,1461.053824,TOR
11/20/1997,1546.356139,PHI
11/20/1997,1546.615303,DET
11/20/1997,1513.707146,NYI
11/20/1997,1539.013814,DAL
11/20/1997,1446.405905,EDM
11/20/1997,1482.19873,ANA
11/20/1997,1461.880596,CHI
11/21/1997,1519.324495,BOS
11/21/1997,1467.083203,BUF
11/21/1997,1510.905505,OTT
11/21/1997,1492.469908,PIT
11/21/1997,1569.734125,NJD
11/21/1997,1517.896439,NYI
11/21/1997,1539.623257,PHI
11/21/1997,1459.493273,SJS
11/21/1997,1458.814488,FLA
11/21/1997,1450.991365,CGY
11/21/1997,1564.848062,STL
11/21/1997,1442.935865,EDM
11/21/1997,1446.877194,VAN
11/21/1997,1515.054384,ARI
11/21/1997,1531.281873,LAK
11/21/1997,1472.172914,CHI
11/22/1997,1492.524683,CAR
11/22/1997,1499.275888,NYR
11/22/1997,1542.42601,DET
11/22/1997,1542.483854,DAL
11/22/1997,1523.930467,COL
11/22/1997,1467.786705,TOR
11/22/1997,1479.983683,BUF
11/22/1997,1508.641062,NYI
11/22/1997,1578.989501,NJD
11/22/1997,1454.769457,FLA
11/23/1997,1506.424016,BOS
11/23/1997,1536.483355,DAL
11/23/1997,1498.629056,PIT
11/23/1997,1503.237026,NYR
11/23/1997,1504.746357,OTT
11/23/1997,1452.325205,EDM
11/23/1997,1556.602722,MTL
11/23/1997,1548.426509,DET
11/23/1997,1525.154855,WSH
11/23/1997,1468.411736,SJS
11/23/1997,1406.86367,TBL
11/23/1997,1455.036396,CGY
11/23/1997,1555.458722,STL
11/23/1997,1471.906412,ANA
11/23/1997,1508.467576,ARI
11/23/1997,1462.270437,TOR
11/23/1997,1453.464002,VAN
11/23/1997,1468.512355,CHI
11/23/1997,1459.477003,FLA
11/23/1997,1516.503023,WSH
11/24/1997,1488.563545,CAR
11/24/1997,1450.759535,CGY
11/24/1997,1529.446735,COL
11/24/1997,1534.942433,LAK
11/25/1997,1502.655582,PIT
11/25/1997,1492.478298,BUF
11/25/1997,1548.508595,MTL
11/25/1997,1477.063567,SJS
11/25/1997,1542.223964,DAL
11/25/1997,1478.624404,ANA
11/26/1997,1499.210501,NYR
11/26/1997,1449.550614,VAN
11/26/1997,1456.668749,TOR
11/26/1997,1479.268481,SJS
11/26/1997,1514.069265,ARI
11/26/1997,1548.74073,STL
11/26/1997,1456.626395,EDM
11/26/1997,1472.425743,CHI
11/27/1997,1512.509129,PIT
11/27/1997,1486.454844,CAR
11/27/1997,1482.62475,BUF
11/27/1997,1530.704794,PHI
11/27/1997,1496.146447,NYI
11/27/1997,1492.782431,NYR
11/27/1997,1532.400954,WSH
11/27/1997,1546.303681,MTL
11/27/1997,1411.140531,TBL
11/27/1997,1525.47837,COL
11/27/1997,1452.230904,FLA
11/27/1997,1500.683407,BOS
11/27/1997,1556.520637,DET
11/27/1997,1500.445168,OTT
11/27/1997,1553.128695,DAL
11/27/1997,1538.910798,LAK
11/27/1997,1467.719673,ANA
11/27/1997,1574.281954,NJD
11/28/1997,1493.089363,OTT
11/28/1997,1528.480974,WSH
11/28/1997,1544.54131,STL
11/28/1997,1531.074464,LAK
11/28/1997,1518.268684,ARI
11/28/1997,1560.965028,DAL
11/28/1997,1452.868237,CGY
11/28/1997,1474.380277,CHI
11/28/1997,1487.848015,BOS
11/28/1997,1455.978683,VAN
11/28/1997,1536.290299,PHI
11/28/1997,1504.107718,NYI
11/28/1997,1465.066296,FLA
11/28/1997,1527.152218,COL
11/29/1997,1482.604754,CAR
11/29/1997,1409.466683,TBL
11/29/1997,1477.039245,BUF
11/29/1997,1484.82116,NYR
11/29/1997,1563.876442,DET
11/29/1997,1550.223661,MTL
11/29/1997,1454.671861,EDM
11/29/1997,1474.63266,ANA
11/29/1997,1473.073408,SJS
11/29/1997,1567.368967,NJD
11/30/1997,1479.481363,BOS
11/30/1997,1522.175642,WSH
11/30/1997,1487.975551,CAR
11/30/1997,1530.79577,COL
11/30/1997,1516.359219,PIT
11/30/1997,1544.341533,MTL
11/30/1997,1499.394694,OTT
11/30/1997,1476.31838,CHI
11/30/1997,1496.477969,NYI
11/30/1997,1542.502554,STL
11/30/1997,1404.095886,TBL
11/30/1997,1543.920048,PHI
11/30/1997,1462.863822,TOR
11/30/1997,1464.345335,VAN
11/30/1997,1568.474086,DAL
11/30/1997,1510.759626,ARI
11/30/1997,1450.930133,CGY
11/30/1997,1480.460352,ANA
11/30/1997,1533.11322,LAK
11/30/1997,1572.559716,NJD
11/30/1997,1486.798763,NYR
11/30/1997,1461.422743,FLA
12/1/1997,1448.844169,EDM
12/1/1997,1467.88266,SJS
12/2/1997,1484.221732,CAR
12/2/1997,1477.604093,BOS
12/2/1997,1536.019549,MTL
12/2/1997,1524.681203,PIT
12/2/1997,1545.522947,PHI
12/2/1997,1475.061642,BUF
12/2/1997,1463.495748,FLA
12/2/1997,1503.422565,ARI
12/2/1997,1455.100021,CGY
12/2/1997,1455.553959,SJS
12/2/1997,1470.332543,VAN
12/2/1997,1569.75857,DET
12/3/1997,1502.874797,NYI
12/3/1997,1495.261905,OTT
12/3/1997,1484.725758,NYR
12/3/1997,1524.052912,WSH
12/3/1997,1564.106058,NJD
12/3/1997,1536.105726,STL
12/3/1997,1456.876614,TOR
12/3/1997,1476.290464,ANA
12/3/1997,1534.549589,COL
12/3/1997,1461.17287,EDM
12/4/1997,1490.164593,CAR
12/4/1997,1496.809064,NYI
12/4/1997,1477.263754,BUF
12/4/1997,1478.234601,ANA
12/4/1997,1531.954286,MTL
12/4/1997,1541.566878,LAK
12/4/1997,1543.320835,PHI
12/4/1997,1471.661232,BOS
12/4/1997,1402.492988,TBL
12/4/1997,1507.19298,ARI
12/4/1997,1575.811147,DAL
12/4/1997,1455.804111,EDM
12/4/1997,1459.102634,CGY
12/4/1997,1571.474336,DET
12/5/1997,1528.746466,PIT
12/5/1997,1557.864415,NJD
12/5/1997,1501.327638,OTT
12/5/1997,1535.483881,LAK
12/5/1997,1480.451169,CHI
12/5/1997,1539.918348,COL
12/5/1997,1542.34737,STL
12/5/1997,1454.932477,TOR
12/5/1997,1468.616777,VAN
12/5/1997,1451.551346,SJS
12/6/1997,1496.221964,CAR
12/6/1997,1502.594799,ARI
12/6/1997,1487.277726,BUF
12/6/1997,1407.091169,TBL
12/6/1997,1480.951902,NYR
12/6/1997,1534.498736,PHI
12/6/1997,1527.826769,WSH
12/6/1997,1459.725333,FLA
12/6/1997,1582.44309,DAL
12/6/1997,1455.743917,CGY
12/6/1997,1449.172168,EDM
12/6/1997,1574.833053,DET
12/7/1997,1480.483332,BOS
12/7/1997,1494.240306,CAR
12/7/1997,1519.165262,PIT
12/7/1997,1468.22063,ANA
12/7/1997,1505.524099,OTT
12/7/1997,1496.128844,BUF
12/7/1997,1538.037283,MTL
12/7/1997,1479.105717,NYR
12/7/1997,1490.751693,NYI
12/7/1997,1504.576457,ARI
12/7/1997,1567.445619,NJD
12/7/1997,1398.240051,TBL
12/7/1997,1451.43304,TOR
12/7/1997,1531.28742,LAK
12/7/1997,1545.846807,STL
12/7/1997,1449.186642,CGY
12/7/1997,1543.576861,COL
12/7/1997,1464.51856,VAN
12/7/1997,1456.116106,FLA
12/7/1997,1531.435996,WSH
12/8/1997,1476.792656,CHI
12/8/1997,1456.245536,EDM
12/9/1997,1535.868069,MTL
12/9/1997,1548.897147,COL
12/9/1997,1481.274931,NYR
12/9/1997,1494.377529,ARI
12/9/1997,1464.806038,TOR
12/9/1997,1589.000365,DAL
12/9/1997,1549.293948,STL
12/9/1997,1459.198274,VAN
12/10/1997,1500.950621,NYI
12/10/1997,1445.739501,CGY
12/10/1997,1567.759685,DET
12/10/1997,1450.487638,VAN
12/10/1997,1517.914423,LAK
12/10/1997,1526.579789,PIT
12/11/1997,1486.081944,CAR
12/11/1997,1460.547992,FLA
12/11/1997,1541.980558,MTL
12/11/1997,1558.004584,STL
12/11/1997,1487.388054,NYR
12/11/1997,1452.215232,CGY
12/11/1997,1572.012789,NJD
12/11/1997,1458.304658,EDM
12/11/1997,1474.220845,TOR
12/11/1997,1542.784658,COL
12/11/1997,1474.733534,CHI
12/11/1997,1488.264405,ARI
12/11/1997,1579.585558,DAL
12/11/1997,1393.672881,TBL
12/11/1997,1455.649563,SJS
12/11/1997,1527.00411,WSH
12/11/1997,1460.806103,ANA
12/11/1997,1530.52991,PIT
12/12/1997,1488.641694,BOS
12/12/1997,1488.237004,BUF
12/12/1997,1513.415938,OTT
12/12/1997,1553.912359,STL
12/12/1997,1536.34492,PHI
12/12/1997,1494.474891,NYI
12/13/1997,1484.239334,BUF
12/13/1997,1477.788105,CAR
