date,EloRating,team
12/9/1999,1356.865611,NSH
12/9/1999,1712.935925,DAL
12/9/1999,1497.4111,CAR
12/9/1999,1566.796478,ARI
12/9/1999,1457.076099,FLA
12/9/1999,1469.020272,ANA
12/9/1999,1339.084449,VAN
12/9/1999,1489.474131,LAK
12/9/1999,1427.897037,WPG
12/9/1999,1522.353212,SJS
12/9/1999,1591.464622,COL
12/10/1999,1575.056033,BOS
12/10/1999,1462.233927,EDM
12/10/1999,1324.656309,NYI
12/10/1999,1414.734161,MTL
12/10/1999,1611.937921,PHI
12/10/1999,1587.243169,TOR
12/10/1999,1527.976277,PIT
12/10/1999,1459.905967,WSH
12/10/1999,1410.89858,CHI
12/10/1999,1649.439271,NJD
12/11/1999,1591.769833,BUF
12/11/1999,1404.202673,CHI
12/11/1999,1206.732884,TBL
12/11/1999,1494.61345,CAR
12/11/1999,1688.967155,DET
12/11/1999,1498.590277,LAK
12/11/1999,1352.380755,NSH
12/11/1999,1626.039389,STL
12/11/1999,1715.733576,DAL
12/11/1999,1470.955311,FLA
12/11/1999,1388.3947,CGY
12/11/1999,1341.454135,VAN
12/11/1999,1466.650586,ANA
12/11/1999,1584.869826,COL
12/11/1999,1528.948008,SJS
12/11/1999,1418.780891,WPG
12/11/1999,1581.609812,OTT
12/11/1999,1319.429776,NYI
12/11/1999,1656.135178,NJD
12/11/1999,1464.555831,EDM
12/12/1999,1572.734128,BOS
12/12/1999,1693.36324,DET
12/12/1999,1581.456311,TOR
12/12/1999,1617.724779,PHI
12/12/1999,1419.960694,MTL
12/12/1999,1494.194192,LAK
12/12/1999,1535.195086,PIT
12/12/1999,1552.917266,ARI
12/12/1999,1629.791463,STL
12/12/1999,1718.380048,DAL
12/12/1999,1348.628681,NSH
12/12/1999,1468.308839,FLA
12/13/1999,1401.256915,CHI
12/13/1999,1392.124899,CGY
12/13/1999,1337.723936,VAN
12/13/1999,1588.195792,COL
12/13/1999,1463.32462,ANA
12/13/1999,1412.038715,WPG
12/14/1999,1569.421633,BOS
12/14/1999,1546.764274,ARI
12/14/1999,1587.769194,TOR
12/14/1999,1578.889078,OTT
12/14/1999,1452.687158,WSH
12/14/1999,1414.59925,MTL
12/15/1999,1594.715591,BUF
12/15/1999,1611.411896,PHI
12/15/1999,1648.521627,NJD
12/15/1999,1499.555636,LAK
12/15/1999,1322.15051,NYI
12/15/1999,1472.169382,EDM
12/15/1999,1541.348078,PIT
12/15/1999,1575.226063,BOS
12/15/1999,1212.301332,TBL
12/15/1999,1343.651984,NSH
12/15/1999,1636.552281,STL
12/15/1999,1396.177464,CGY
12/15/1999,1535.690183,SJS
12/15/1999,1397.20435,CHI
12/16/1999,1581.692521,TOR
12/16/1999,1317.426119,NYI
12/16/1999,1420.879045,NYR
12/16/1999,1488.511797,LAK
12/16/1999,1489.045001,CAR
12/16/1999,1547.640372,PIT
12/16/1999,1404.628096,WPG
12/16/1999,1448.468126,WSH
12/16/1999,1473.285536,FLA
12/16/1999,1345.278366,NSH
12/16/1999,1696.675736,DET
12/16/1999,1476.893773,EDM
12/16/1999,1711.61923,DAL
12/16/1999,1398.842981,CGY
12/16/1999,1590.813323,COL
12/16/1999,1470.735239,ANA
12/17/1999,1418.818283,MTL
12/17/1999,1659.565465,NJD
12/17/1999,1605.267757,PHI
12/17/1999,1540.959844,ARI
12/17/1999,1335.106406,VAN
12/17/1999,1584.965751,OTT
12/18/1999,1600.85973,BUF
12/18/1999,1476.556891,FLA
12/18/1999,1434.043346,NYR
12/18/1999,1457.838053,WSH
12/18/1999,1395.258169,WPG
12/18/1999,1568.933768,BOS
12/18/1999,1703.614236,DET
12/18/1999,1583.786684,COL
12/18/1999,1469.955273,EDM
12/18/1999,1717.399244,DAL
12/18/1999,1477.761877,ANA
12/18/1999,1406.777948,CHI
12/19/1999,1588.062755,TOR
12/19/1999,1416.151223,MTL
12/19/1999,1662.232525,NJD
12/19/1999,1461.701133,WSH
12/19/1999,1311.055885,NYI
12/19/1999,1593.797718,BUF
12/19/1999,1610.714057,PHI
12/19/1999,1210.67495,TBL
12/19/1999,1554.967363,PIT
12/19/1999,1483.618904,FLA
12/19/1999,1481.718011,CAR
12/19/1999,1390.727339,WPG
12/19/1999,1633.886764,STL
12/19/1999,1573.464599,BOS
12/19/1999,1342.00701,NSH
12/19/1999,1577.152735,COL
12/19/1999,1393.062968,CGY
12/19/1999,1587.586387,OTT
12/19/1999,1332.48577,VAN
12/19/1999,1718.715694,DAL
12/19/1999,1475.347495,LAK
12/19/1999,1401.388749,CHI
12/19/1999,1535.513543,ARI
12/19/1999,1526.116586,SJS
12/20/1999,1309.827557,NYI
12/20/1999,1665.109187,NJD
12/20/1999,1430.180266,NYR
12/20/1999,1205.8703,TBL
12/20/1999,1615.518708,PHI
12/20/1999,1340.65911,NSH
12/20/1999,1468.638822,EDM
12/20/1999,1582.494983,OTT
12/20/1999,1483.151076,ANA
12/20/1999,1710.248184,DET
12/21/1999,1413.121118,MTL
12/21/1999,1546.148808,PIT
12/21/1999,1486.936794,CAR
12/21/1999,1578.500636,COL
12/21/1999,1492.437459,FLA
12/21/1999,1591.09286,TOR
12/21/1999,1522.170675,SJS
12/21/1999,1702.354227,DET
12/22/1999,1564.331958,BOS
12/22/1999,1343.411388,NSH
12/22/1999,1318.653261,NYI
12/22/1999,1534.257436,PIT
12/22/1999,1432.932091,NYR
12/22/1999,1595.026046,BUF
12/22/1999,1203.118475,TBL
12/22/1999,1596.246679,TOR
12/22/1999,1398.154372,CGY
12/22/1999,1721.686435,DAL
12/22/1999,1466.963625,EDM
12/22/1999,1458.824472,WSH
12/22/1999,1539.459453,ARI
12/22/1999,1643.019404,STL
12/23/1999,1656.283482,NJD
12/23/1999,1612.76643,PHI
12/23/1999,1481.722876,CAR
12/23/1999,1705.339645,DET
12/23/1999,1487.28364,FLA
12/23/1999,1385.508555,WPG
12/23/1999,1329.515029,VAN
12/23/1999,1448.941598,WSH
12/23/1999,1491.045034,ANA
12/23/1999,1527.530628,ARI
12/23/1999,1519.185257,SJS
12/23/1999,1464.287144,LAK
12/24/1999,1556.486153,BOS
12/24/1999,1425.01249,MTL
12/24/1999,1599.651261,BUF
12/24/1999,1583.714554,COL
12/24/1999,1599.173261,TOR
12/24/1999,1660.033305,NJD
12/24/1999,1584.17018,OTT
12/24/1999,1476.21202,CAR
12/24/1999,1311.660173,NYI
12/24/1999,1428.306876,NYR
12/24/1999,1609.016607,PHI
12/24/1999,1387.799411,WPG
12/24/1999,1541.250524,PIT
12/24/1999,1200.191893,TBL
12/24/1999,1412.4491,CHI
12/24/1999,1722.81716,DAL
12/24/1999,1351.257194,NSH
12/24/1999,1654.948229,STL
12/24/1999,1397.023647,CGY
12/24/1999,1476.846498,EDM
12/26/1999,1421.309023,NYR
12/26/1999,1651.334414,NJD
12/26/1999,1472.828524,CAR
12/26/1999,1484.992785,FLA
12/26/1999,1522.869894,SJS
12/26/1999,1477.779457,ANA
12/27/1999,1390.415452,WPG
12/27/1999,1198.01137,TBL
12/27/1999,1423.802268,CHI
12/27/1999,1543.431047,PIT
12/27/1999,1656.125843,STL
12/27/1999,1350.07958,NSH
12/27/1999,1338.876598,VAN
12/27/1999,1401.481134,CGY
12/27/1999,1460.602507,LAK
12/27/1999,1540.796205,ARI
12/27/1999,1587.553675,OTT
12/27/1999,1427.38645,MTL
12/28/1999,1652.695516,NJD
12/28/1999,1603.559538,BUF
12/28/1999,1318.658027,NYI
12/28/1999,1554.112193,BOS
12/28/1999,1439.580029,WSH
12/28/1999,1418.82514,CHI
12/28/1999,1192.171577,TBL
12/28/1999,1480.922769,FLA
12/28/1999,1710.850502,DET
12/28/1999,1396.255245,WPG
12/28/1999,1711.463992,DAL
12/28/1999,1518.610696,SJS
12/28/1999,1579.806277,COL
12/28/1999,1650.46982,STL
12/28/1999,1406.942021,CGY
12/28/1999,1606.400566,PHI
12/28/1999,1472.389012,EDM
12/28/1999,1482.038655,ANA
12/29/1999,1596.124296,BUF
12/29/1999,1713.15391,DET
12/29/1999,1355.735603,NSH
12/29/1999,1476.89854,CAR
12/29/1999,1544.336611,ARI
12/29/1999,1419.947921,NYR
12/30/1999,1429.839454,MTL
12/30/1999,1585.100672,OTT
12/30/1999,1660.130758,NJD
12/30/1999,1543.500621,BOS
12/30/1999,1329.269599,NYI
12/30/1999,1607.872152,TOR
12/30/1999,1437.520309,WSH
12/30/1999,1548.408174,PIT
12/30/1999,1703.840242,DAL
12/30/1999,1422.302165,NYR
12/30/1999,1590.819716,COL
12/30/1999,1457.062101,LAK
12/30/1999,1399.736138,CGY
12/30/1999,1473.927566,ANA
12/30/1999,1333.415711,VAN
12/30/1999,1613.606448,PHI
12/31/1999,1588.221499,OTT
12/31/1999,1540.165763,BOS
12/31/1999,1543.775216,PIT
12/31/1999,1326.792616,NYI
12/31/1999,1420.88486,CHI
12/31/1999,1488.204707,FLA
12/31/1999,1639.456381,STL
12/31/1999,1526.234447,SJS
12/31/1999,1360.42609,NSH
12/31/1999,1393.951836,WPG
12/31/1999,1452.203,LAK
12/31/1999,1480.5001,EDM
1/1/2000,1723.151775,DET
1/1/2000,1425.271176,CHI
1/1/2000,1706.3028,DAL
1/1/2000,1467.289369,ANA
1/1/2000,1483.81839,FLA
1/1/2000,1184.889639,TBL
1/1/2000,1375.10103,NSH
1/1/2000,1522.880497,SJS
1/2/2000,1536.441954,BOS
1/2/2000,1663.465616,NJD
1/2/2000,1586.126431,BUF
1/2/2000,1610.349136,TOR
1/2/2000,1442.153267,WSH
1/2/2000,1642.81033,STL
1/2/2000,1379.276896,WPG
1/2/2000,1472.208054,CAR
1/2/2000,1541.982368,ARI
1/2/2000,1465.930296,EDM
1/2/2000,1317.027538,NYI
1/2/2000,1616.075622,PHI
1/2/2000,1406.374335,CGY
1/2/2000,1330.946538,VAN
1/3/2000,1426.718627,MTL
1/3/2000,1419.839606,NYR
1/3/2000,1553.540293,PIT
1/3/2000,1720.343332,DET
1/3/2000,1428.079619,CHI
1/3/2000,1518.042408,SJS
1/3/2000,1591.945308,OTT
1/3/2000,1665.104031,NJD
1/4/2000,1593.791613,TOR
1/4/2000,1602.683954,BUF
1/4/2000,1421.859405,NYR
1/4/2000,1644.248328,STL
1/4/2000,1708.978739,DAL
1/4/2000,1466.772804,LAK
1/4/2000,1595.678817,COL
1/4/2000,1470.366347,EDM
1/5/2000,1592.55599,BUF
1/5/2000,1374.074578,WPG
1/5/2000,1312.272547,NYI
1/5/2000,1534.803539,BOS
1/5/2000,1440.71527,WSH
1/5/2000,1424.698828,MTL
1/5/2000,1477.410372,CAR
1/5/2000,1588.364894,OTT
1/5/2000,1715.401164,DET
1/5/2000,1537.546317,ARI
1/5/2000,1649.771958,STL
1/5/2000,1461.453604,LAK
1/6/2000,1416.335774,NYR
1/6/2000,1603.919577,TOR
1/6/2000,1558.482461,PIT
1/6/2000,1668.684445,NJD
1/6/2000,1714.29794,DAL
1/6/2000,1379.93912,NSH
1/6/2000,1593.321999,COL
1/6/2000,1411.725585,CGY
1/6/2000,1472.723166,EDM
1/6/2000,1525.012421,SJS
1/6/2000,1325.595288,VAN
1/6/2000,1181.322535,TBL
1/6/2000,1464.61343,ANA
1/6/2000,1487.385494,FLA
1/7/2000,1541.706229,BOS
1/7/2000,1474.043704,CAR
1/7/2000,1587.338178,BUF
1/7/2000,1673.740783,NJD
1/7/2000,1591.731562,OTT
1/7/2000,1547.550373,ARI
1/7/2000,1620.830613,PHI
1/7/2000,1305.369857,NYI
1/7/2000,1379.292389,WPG
1/7/2000,1452.438724,WSH
1/7/2000,1705.397108,DET
1/7/2000,1376.622253,NSH
1/7/2000,1421.109605,CHI
1/7/2000,1404.281054,CGY
1/7/2000,1647.242826,STL
1/7/2000,1412.975373,MTL
1/7/2000,1463.982736,LAK
1/7/2000,1497.057895,FLA
1/8/2000,1553.426123,PIT
1/8/2000,1598.865246,TOR
1/8/2000,1485.01438,CAR
1/8/2000,1454.941029,ANA
1/8/2000,1717.614806,DAL
1/8/2000,1323.185903,VAN
1/8/2000,1600.76653,COL
1/8/2000,1410.275053,MTL
1/8/2000,1470.873383,EDM
1/8/2000,1183.73192,TBL
1/9/2000,1530.735553,BOS
1/9/2000,1303.070532,NYI
1/9/2000,1590.342853,TOR
1/9/2000,1421.390105,NYR
1/9/2000,1599.223591,OTT
1/9/2000,1580.32783,BUF
1/9/2000,1680.751131,NJD
1/9/2000,1540.058343,ARI
1/9/2000,1623.129938,PHI
1/9/2000,1561.948516,PIT
1/9/2000,1445.809451,WSH
1/9/2000,1385.921663,WPG
1/9/2000,1709.871213,DET
1/9/2000,1457.027533,ANA
1/9/2000,1649.943147,STL
1/9/2000,1332.267598,VAN
1/9/2000,1372.148149,NSH
1/9/2000,1428.915897,CHI
1/9/2000,1396.474762,CGY
1/9/2000,1177.644036,TBL
1/9/2000,1526.862204,SJS
1/9/2000,1490.772517,FLA
1/9/2000,1482.927876,CAR
1/9/2000,1428.820876,NYR
1/10/2000,1420.263785,CHI
1/10/2000,1606.626753,COL
1/11/2000,1313.601695,NYI
1/11/2000,1536.857347,ARI
1/12/2000,1520.204391,BOS
1/12/2000,1582.912082,TOR
1/12/2000,1404.41483,MTL
1/12/2000,1713.779496,DET
1/12/2000,1486.574559,CAR
1/12/2000,1632.251734,PHI
1/12/2000,1174.863671,TBL
1/12/2000,1683.952127,NJD
1/12/2000,1599.05507,COL
1/12/2000,1380.800262,NSH
1/12/2000,1476.961267,EDM
1/12/2000,1708.533111,DAL
1/12/2000,1470.268115,LAK
1/12/2000,1591.0061,OTT
1/12/2000,1520.55086,SJS
1/12/2000,1653.376488,STL
1/13/2000,1378.609444,WPG
1/13/2000,1453.121669,WSH
1/13/2000,1497.08386,FLA
1/13/2000,1312.223042,NYI
1/13/2000,1427.835468,CHI
1/13/2000,1328.834256,VAN
1/13/2000,1399.255126,CGY
1/13/2000,1711.247328,DAL
1/13/2000,1538.236,ARI
1/13/2000,1552.826719,PIT
1/13/2000,1453.11925,ANA
1/13/2000,1594.317987,OTT
1/14/2000,1516.564388,BOS
1/14/2000,1588.545322,BUF
1/14/2000,1173.362375,TBL
1/14/2000,1309.262772,NYI
1/14/2000,1702.435857,DET
1/14/2000,1431.269396,CHI
1/14/2000,1376.625203,NSH
1/14/2000,1325.400328,VAN
1/14/2000,1603.230128,COL
1/14/2000,1546.700751,PIT
1/14/2000,1466.956227,LAK
1/14/2000,1659.865634,STL
1/15/2000,1590.338882,BUF
1/15/2000,1415.75847,MTL
1/15/2000,1685.453423,NJD
1/15/2000,1460.267089,WSH
1/15/2000,1371.464025,WPG
1/15/2000,1635.425223,PHI
1/15/2000,1500.04413,FLA
1/15/2000,1483.401071,CAR
1/15/2000,1474.24705,EDM
1/15/2000,1586.552085,TOR
1/15/2000,1448.321949,ANA
1/15/2000,1662.782834,STL
1/15/2000,1302.10405,NYI
1/15/2000,1417.743422,NYR
1/16/2000,1420.742811,MTL
1/16/2000,1514.770828,BOS
1/16/2000,1629.974842,PHI
1/16/2000,1680.200696,NJD
1/16/2000,1180.521098,TBL
1/16/2000,1509.804663,FLA
1/16/2000,1372.330862,NSH
1/16/2000,1543.025445,PIT
1/16/2000,1606.905435,COL
1/16/2000,1439.498798,CHI
1/16/2000,1404.939409,CGY
1/16/2000,1589.911176,TOR
1/16/2000,1329.694669,VAN
1/16/2000,1705.563045,DAL
1/16/2000,1544.361968,ARI
1/16/2000,1456.117113,ANA
1/16/2000,1514.061715,SJS
1/16/2000,1464.039027,LAK
1/16/2000,1424.42423,NYR
1/16/2000,1376.914406,WPG
1/16/2000,1465.519815,WSH
1/16/2000,1599.115287,OTT
1/17/2000,1470.887959,EDM
1/17/2000,1694.206454,DET
1/17/2000,1516.501834,BOS
1/17/2000,1369.460532,WPG
1/17/2000,1295.423242,NYI
1/17/2000,1594.355587,OTT
1/17/2000,1176.051711,TBL
1/17/2000,1470.279515,WSH
1/17/2000,1514.27405,FLA
1/17/2000,1622.552083,PHI
1/18/2000,1687.623454,NJD
1/18/2000,1473.640538,CAR
1/18/2000,1434.916971,CHI
1/18/2000,1517.774258,SJS
1/18/2000,1611.487262,COL
1/18/2000,1549.604071,ARI
1/18/2000,1327.669399,VAN
1/18/2000,1577.310361,TOR
1/18/2000,1450.87501,ANA
1/18/2000,1585.354541,BUF
1/19/2000,1431.878104,NYR
1/19/2000,1468.029078,CAR
1/19/2000,1379.775809,NSH
1/19/2000,1544.137005,ARI
1/19/2000,1417.540224,CGY
1/19/2000,1695.584944,DET
1/19/2000,1460.326484,LAK
1/19/2000,1595.060728,BUF
1/20/2000,1419.011805,MTL
1/20/2000,1293.045189,NYI
1/20/2000,1693.234914,NJD
1/20/2000,1439.391688,CHI
1/20/2000,1535.580497,PIT
1/20/2000,1654.98767,STL
1/20/2000,1371.877545,WPG
1/20/2000,1514.084821,BOS
1/20/2000,1521.201503,FLA
1/20/2000,1475.081001,WSH
1/20/2000,1616.954328,COL
1/20/2000,1513.299541,SJS
1/20/2000,1469.509469,EDM
1/20/2000,1434.101034,CGY
1/20/2000,1325.047655,VAN
1/20/2000,1679.024134,DET
1/20/2000,1441.168823,ANA
1/20/2000,1707.588315,DAL
1/21/2000,1615.62463,PHI
1/21/2000,1596.733639,OTT
1/21/2000,1463.821164,CAR
1/21/2000,1436.086018,NYR
1/21/2000,1171.250225,TBL
1/21/2000,1517.27745,BOS
1/21/2000,1545.672565,ARI
1/21/2000,1587.911703,BUF
1/21/2000,1467.47551,LAK
1/21/2000,1699.394331,DAL
1/22/2000,1698.435855,NJD
1/22/2000,1286.479753,NYI
1/22/2000,1368.684916,WPG
1/22/2000,1514.80385,FLA
1/22/2000,1434.190748,CHI
1/22/2000,1647.966656,STL
1/22/2000,1418.915638,CGY
1/22/2000,1378.240249,NSH
1/22/2000,1449.362806,ANA
1/22/2000,1614.658179,COL
1/22/2000,1455.502021,CAR
1/22/2000,1583.668854,BUF
1/23/2000,1579.932105,TOR
1/23/2000,1481.478654,WSH
1/23/2000,1425.577241,MTL
1/23/2000,1542.601511,PIT
1/23/2000,1598.787999,OTT
1/23/2000,1680.085159,DET
1/23/2000,1281.799194,NYI
1/23/2000,1168.013355,TBL
1/23/2000,1516.389378,FLA
1/23/2000,1520.51432,BOS
1/23/2000,1653.580287,STL
1/23/2000,1444.405161,NYR
1/23/2000,1484.694865,EDM
1/23/2000,1323.986631,VAN
1/23/2000,1515.59569,SJS
1/23/2000,1447.829789,ANA
1/23/2000,1462.050657,LAK
1/23/2000,1616.191196,COL
1/24/2000,1535.600489,PIT
1/24/2000,1613.570271,PHI
1/24/2000,1428.577117,CHI
1/24/2000,1704.819184,DAL
1/24/2000,1326.441112,VAN
1/24/2000,1374.474129,NSH
1/24/2000,1549.915414,ARI
1/24/2000,1519.20683,SJS
1/25/2000,1516.490575,BOS
1/25/2000,1422.681759,CGY
1/25/2000,1577.650614,TOR
1/25/2000,1595.253859,OTT
1/25/2000,1483.760144,WSH
1/25/2000,1162.987172,TBL
1/25/2000,1464.961087,CAR
1/25/2000,1432.578264,MTL
1/25/2000,1367.099388,WPG
1/25/2000,1454.74318,NYR
1/25/2000,1482.240384,EDM
1/25/2000,1378.198068,NSH
1/26/2000,1574.209788,BUF
1/26/2000,1155.026931,TBL
1/26/2000,1533.823967,PIT
1/26/2000,1461.739461,NYR
1/26/2000,1322.717173,VAN
1/26/2000,1477.645904,EDM
1/26/2000,1515.383488,SJS
1/26/2000,1611.318164,COL
1/27/2000,1468.774812,CAR
1/27/2000,1553.738756,ARI
1/27/2000,1597.203204,OTT
1/27/2000,1643.242268,STL
1/27/2000,1491.720386,WSH
1/27/2000,1427.218509,CGY
1/27/2000,1520.413122,FLA
1/27/2000,1703.116415,NJD
1/27/2000,1683.619298,DET
1/27/2000,1575.70127,TOR
1/27/2000,1707.3078,DAL
1/27/2000,1466.923689,LAK
1/27/2000,1444.218649,ANA
1/27/2000,1286.825377,NYI
3/30/2000,1360.103108,WPG
3/30/2000,1559.008753,ARI
3/30/2000,1428.76454,MTL
3/30/2000,1511.953825,BOS
3/30/2000,1463.504815,CAR
3/30/2000,1382.792548,NSH
3/30/2000,1517.441263,FLA
3/30/2000,1711.311177,DAL
3/30/2000,1688.694879,DET
3/30/2000,1319.594524,VAN
3/30/2000,1650.712998,STL
3/30/2000,1570.625688,TOR
3/30/2000,1614.769402,COL
3/30/2000,1480.768553,EDM
3/30/2000,1462.920312,LAK
3/30/2000,1511.93225,SJS
3/3/2000,1507.477224,BOS
3/3/2000,1433.241141,MTL
3/3/2000,1294.161644,NYI
3/3/2000,1589.732474,OTT
3/3/2000,1357.21782,WPG
3/3/2000,1646.254009,STL
3/3/2000,1618.007453,COL
3/3/2000,1706.088274,NJD
3/3/2000,1315.484773,VAN
3/3/2000,1436.882381,ANA
3/3/2000,1461.061146,LAK
3/3/2000,1468.811007,CAR
3/3/2000,1513.791416,SJS
3/3/2000,1377.486356,NSH
1/28/2000,1466.15293,NYR
1/28/2000,1575.084677,TOR
1/28/2000,1615.346793,PHI
1/28/2000,1511.617106,FLA
1/28/2000,1529.410497,PIT
1/28/2000,1352.365969,WPG
1/28/2000,1426.0885,CHI
1/28/2000,1631.52046,COL
1/28/2000,1374.26108,NSH
1/28/2000,1453.150366,LAK
1/29/2000,1576.052348,BUF
1/29/2000,1590.9296,OTT
1/29/2000,1495.350146,WSH
1/29/2000,1561.894041,ARI
1/29/2000,1476.721787,CAR
1/29/2000,1692.575267,NJD
1/29/2000,1153.184371,TBL
1/29/2000,1477.530502,EDM
1/29/2000,1692.80463,DET
1/29/2000,1423.588749,CGY
1/29/2000,1717.135334,DAL
1/29/2000,1651.105861,STL
1/29/2000,1322.522468,VAN
1/29/2000,1517.016692,SJS
1/29/2000,1442.092579,MTL
1/29/2000,1620.457713,PHI
1/30/2000,1498.625786,BOS
1/30/2000,1580.137975,BUF
1/30/2000,1578.462703,TOR
1/30/2000,1462.01991,LAK
1/30/2000,1586.843973,OTT
1/30/2000,1462.774905,NYR
1/30/2000,1535.415187,PIT
1/30/2000,1429.844686,ANA
1/30/2000,1147.540242,TBL
1/30/2000,1346.361278,WPG
1/30/2000,1506.506186,FLA
1/30/2000,1483.17463,EDM
1/30/2000,1697.851471,DET
1/30/2000,1687.371197,NJD
1/30/2000,1657.674295,STL
1/30/2000,1623.796553,COL
1/30/2000,1365.391535,NSH
1/30/2000,1418.541908,CGY
1/30/2000,1506.834194,SJS
1/30/2000,1292.964518,NYI
1/30/2000,1440.594969,MTL
1/30/2000,1481.925857,CAR
1/30/2000,1499.732037,WSH
1/30/2000,1621.955323,PHI
1/31/2000,1332.704966,VAN
1/31/2000,1433.812407,CHI
2/1/2000,1503.092868,BOS
2/1/2000,1445.955465,ANA
2/1/2000,1459.48161,NYR
2/1/2000,1371.849579,NSH
2/1/2000,1341.247015,WPG
2/1/2000,1519.304408,PIT
2/1/2000,1710.566899,DAL
2/1/2000,1479.308887,EDM
2/1/2000,1557.51215,ARI
2/1/2000,1703.760984,DET
2/1/2000,1458.684004,LAK
2/1/2000,1298.158194,NYI
2/2/2000,1575.670894,BUF
2/2/2000,1452.44772,ANA
2/2/2000,1590.137268,OTT
2/2/2000,1496.600613,BOS
2/2/2000,1522.301288,PIT
2/2/2000,1506.776647,WSH
2/2/2000,1473.450578,CAR
2/2/2000,1510.371929,FLA
2/2/2000,1152.654505,TBL
2/2/2000,1581.798609,TOR
2/2/2000,1614.283707,COL
2/2/2000,1327.571888,VAN
2/2/2000,1412.083864,CGY
2/2/2000,1667.187141,STL
2/2/2000,1501.640518,SJS
2/2/2000,1564.756642,ARI
2/3/2000,1291.974126,NYI
2/3/2000,1363.104062,NSH
2/3/2000,1468.227127,NYR
2/3/2000,1681.461684,NJD
2/3/2000,1504.053424,FLA
2/3/2000,1449.070248,MTL
2/3/2000,1713.282736,DAL
2/3/2000,1338.250136,WPG
2/3/2000,1476.59305,EDM
2/3/2000,1438.945485,CHI
2/4/2000,1498.868218,BOS
2/4/2000,1584.50193,TOR
2/4/2000,1573.3199,BUF
2/4/2000,1587.869662,OTT
2/4/2000,1685.676167,NJD
2/4/2000,1368.492013,NSH
2/4/2000,1614.910713,PHI
2/4/2000,1454.798713,ANA
2/4/2000,1526.211935,PIT
2/4/2000,1286.586175,NYI
2/4/2000,1502.865999,WSH
2/4/2000,1479.769083,CAR
2/4/2000,1336.221226,WPG
2/4/2000,1464.012645,NYR
2/4/2000,1149.951184,TBL
2/4/2000,1443.544023,MTL
2/4/2000,1616.720955,COL
2/4/2000,1498.002847,SJS
2/4/2000,1409.489755,CGY
2/4/2000,1431.378495,CHI
2/4/2000,1325.13464,VAN
2/4/2000,1669.78125,STL
2/4/2000,1568.394312,ARI
2/4/2000,1715.311647,DAL
2/4/2000,1464.868073,LAK
2/4/2000,1696.516491,DET
2/9/2000,1505.603919,BOS
2/9/2000,1506.733091,WSH
2/9/2000,1445.947838,MTL
2/9/2000,1484.16004,EDM
2/9/2000,1282.576973,NYI
2/9/2000,1475.90199,CAR
2/9/2000,1470.557757,NYR
2/9/2000,1690.258579,NJD
2/9/2000,1147.547369,TBL
2/9/2000,1500.341259,SJS
2/9/2000,1685.944135,DET
2/9/2000,1674.109612,STL
2/9/2000,1614.382544,COL
2/9/2000,1579.445515,BUF
2/9/2000,1475.440429,LAK
2/9/2000,1457.251566,ANA
2/10/2000,1577.76623,TOR
2/10/2000,1612.45786,PHI
2/10/2000,1691.646491,NJD
2/10/2000,1469.169845,NYR
2/10/2000,1530.221138,PIT
2/10/2000,1329.676114,WPG
2/10/2000,1509.57965,FLA
2/10/2000,1509.91438,SJS
2/10/2000,1320.806278,VAN
2/10/2000,1407.552735,CGY
2/10/2000,1563.644327,ARI
2/10/2000,1469.28341,LAK
2/10/2000,1463.408586,ANA
2/10/2000,1720.061632,DAL
2/11/2000,1442.167583,MTL
2/11/2000,1508.729841,WSH
2/11/2000,1279.66199,NYI
2/11/2000,1137.974248,TBL
2/11/2000,1618.158557,PHI
2/11/2000,1487.940295,EDM
2/11/2000,1682.245849,STL
2/11/2000,1677.807898,DET
2/11/2000,1363.909601,NSH
2/11/2000,1585.746931,BUF
2/11/2000,1608.081127,COL
2/11/2000,1403.055961,CGY
2/12/2000,1581.744048,OTT
2/12/2000,1517.583504,FLA
2/12/2000,1463.647128,NYR
2/12/2000,1503.607169,BOS
2/12/2000,1535.974316,PIT
2/12/2000,1492.681238,EDM
2/12/2000,1323.922935,WPG
2/12/2000,1501.910526,SJS
2/12/2000,1478.363151,LAK
2/12/2000,1723.941075,DAL
2/12/2000,1613.417614,PHI
2/12/2000,1588.511618,BUF
2/13/2000,1495.147618,BOS
2/13/2000,1512.135941,FLA
2/13/2000,1572.065533,TOR
2/13/2000,1325.303052,VAN
2/13/2000,1438.549579,MTL
2/13/2000,1587.19161,OTT
2/13/2000,1282.857488,NYI
2/13/2000,1533.84987,PIT
2/13/2000,1317.928423,WPG
2/13/2000,1433.315515,CHI
2/13/2000,1134.77875,TBL
2/13/2000,1478.816974,CAR
2/13/2000,1676.207529,STL
2/13/2000,1459.529142,ANA
2/13/2000,1361.144914,NSH
2/13/2000,1512.347846,WSH
2/13/2000,1554.564586,ARI
2/13/2000,1400.203083,CGY
2/13/2000,1584.654927,BUF
2/13/2000,1494.805684,EDM
2/13/2000,1697.169208,NJD
2/13/2000,1507.905038,SJS
2/14/2000,1472.106678,NYR
2/14/2000,1296.320256,NYI
2/14/2000,1718.583473,DAL
2/14/2000,1517.062478,WSH
2/14/2000,1610.934004,COL
2/14/2000,1683.846218,DET
2/15/2000,1561.338267,TOR
2/15/2000,1483.150867,CAR
2/15/2000,1443.392414,MTL
2/15/2000,1521.891508,FLA
2/15/2000,1520.387102,PIT
